Hour,Price
0,148.92345
1,155.9493
2,129.5541
3,145.98089999999996
4,171.90224999999998
5,191.35935
6,159.14925
7,143.03834999999998
8,128.0799
9,154.45755
10,121.79114999999999
11,107.3709
12,101.69055
13,87.06555
14,116.8245
15,138.04245
16,174.43529999999998
17,180.64799999999997
18,154.32299999999998
19,136.91924999999998
20,129.27915
21,132.48494999999997
22,87.5979
23,83.8188
