Hour,Price
0,135.35729999999998
1,163.28519999999997
2,158.37705
3,67.39784999999999
4,85.24034999999999
5,116.45595
6,170.7147
7,218.67885
8,197.97570000000002
9,165.97035
10,157.35915
11,137.6037
12,105.5223
13,89.66295
14,74.64014999999999
15,120.01859999999999
16,151.4331
17,220.59765
18,238.0365
19,214.30304999999998
20,209.45925
21,191.25404999999998
22,149.94719999999998
23,165.2625
