Hour,Price
0,156.63959999999997
1,156.54014999999998
2,144.26684999999998
3,155.10105
4,150.9651
5,238.41674999999998
6,214.91145
7,230.90535
8,209.3481
9,184.81905
10,158.00849999999997
11,182.75984999999997
12,164.63655
13,166.70159999999998
14,167.52644999999998
15,175.17825
16,195.55964999999998
17,200.7252
18,219.71429999999998
19,216.19259999999997
20,197.24445
21,188.838
22,169.03574999999998
23,167.18714999999997
