Hour,Price
0,372.12435
1,334.03499999999997
2,251.7489
3,232.05194999999998
4,253.1529
5,247.02794999999998
6,302.95394999999996
7,352.9305
8,379.30229999999995
9,338.73255
10,294.54165
11,279.03914999999995
12,266.32124999999996
13,265.06935
14,239.08364999999998
15,289.4814
16,352.59704999999997
17,351.9711
18,371.61539999999997
19,363.7881
20,378.2844
21,380.34944999999993
22,383.16914999999995
23,311.37795
