BE_price,DE_price,DK_price,GB_price,NL_price,NO_price,BE_a,BE_b,DE_a,DE_b,DK_a,DK_b,GB_a,GB_b,NL_a,NL_b,NO_a,NO_b,BE_PGLmin,BE_PGLmax,DE_PGLmin,DE_PGLmax,DK_PGLmin,DK_PGLmax,GB_PGLmin,GB_PGLmax,NL_PGLmin,NL_PGLmax,NO_PGLmin,NO_PGLmax
BE,DE,DK,GB,NL,NO,BE,BE,DE,DE,DK,DK,GB,GB,NL,NL,NO,NO,BE,BE,DE,DE,DK,DK,GB,GB,NL,NL,NO,NO
price,price,price,price,price,price,a_CG,b_CG,a_CG,b_CG,a_CG,b_CG,a_CG,b_CG,a_CG,b_CG,a_CG,b_CG,PGL_min,PGL_max,PGL_min,PGL_max,PGL_min,PGL_max,PGL_min,PGL_max,PGL_min,PGL_max,PGL_min,PGL_max
34.47561962,36.0887931,35.55,44.17405506,36.62327327,65.57449254,0.090190372,20.35729137,0.021666137,2.663311878,0.049281389,36.50092214,0.010090674,28.57786737,0.042072583,12.02895223,0.002893845,64.10731373,-54.83463463,589.7653654,-61.46254488,3246.742242,-370.3317101,793.2863864,-1210.627528,3627.772472,-136.0597598,1402.74024,-8941.572072,7294.827928
21.91067668,30.60863911,30.59,27.2442961,27.43640541,66.38559747,0.089470641,7.966662052,0.027764733,1.00E-05,0.036521745,30.95817742,0.008189449,28.14528978,0.062885376,1.873596619,0.003064054,66.76233444,-17.43053053,583.9694695,-0.000180085,2451.812813,-423.8321248,815.4601602,-1718.387285,2688.905405,-14.89691837,862.9432432,-8805.191191,6532.308809
14.35605856,23.27826061,20.07,29.23019019,15.82417507,65.46713117,0.035518489,33.25092917,0.02616908,1.00E-05,0.034761272,34.22284171,0.009207792,34.44550368,0.051634766,1.00E-05,0.002810059,63.43335151,-16.61801802,514.481982,-0.000191065,2301.713714,-492.2553081,1196.4,-1870.454136,1812.494294,-9.68E-05,891.4704705,-8854.816416,7317.783584
12.66385886,30.99273649,31.03,30.05121443,26.73778229,65.30961474,0.043854053,30.51249839,0.024794096,1.00E-05,0.039113685,31.9268059,0.009904037,34.38347508,0.061550946,4.196755099,0.002808104,62.6179045,-18.71121121,436.9887888,-0.000201661,2836.701802,-408.128326,879.9199199,-1735.831337,1719.611912,-34.09171887,890.1594595,-8683.251051,7541.748949
7.560990991,17.39437958,18.39,22.0004257,16.62149149,65.29928595,0.030633018,27.55036352,0.028985144,1.00E-05,0.035855131,23.67635945,0.00989444,21.81087124,0.051811368,1.00E-05,0.002806854,62.45596805,-4.913313313,509.9866867,-0.000172502,2165.115015,-330.1669594,934.0111111,-1102.178159,2159.722523,-9.65E-05,1009.8001,-8654.443944,7593.656056
3.920472103,10.70867573,11.08,20.05081883,9.231695896,65.38139445,0.028827138,25.60913691,0.019891274,18.52061597,0.036510094,22.15739328,0.011321219,20.62520034,0.026195871,16.49291956,0.002812874,63.03128173,0,566.9653654,-465.5462542,1427.107908,-303.4420188,1023.542543,-910.9089881,1972.590891,-41.60680681,898.0931932,-8780.21972,7417.98028
4.036245234,11.2210928,13.78,18.17037584,13.91259189,65.68741203,0.033144655,22.63935876,0.020507993,18.56428329,0.037702175,24.05518448,0.010507635,21.89579587,0.028128517,22.47780584,0.002908989,64.18483424,0,500.6446446,-452.610917,1351.122222,-319.0158681,943.4648649,-1041.899303,1885.487688,-126.2273273,837.3726727,-8724.032432,6998.467568
31.16998198,47.33896149,47.63,31.42527806,42.35468203,67.51800193,0.06642275,17.26721111,0.017994157,15.91021148,0.035189696,61.30974053,0.010361621,34.04652701,0.050539279,17.44744231,0.002998231,72.12820257,-47.24144144,784.0585586,-442.0938332,3471.445445,-871.1319986,628.8429429,-1642.915121,1846.922723,-172.6126965,970.3238238,-9834.918619,6043.181381
48.02567568,58.2619321,58.1,64.09745746,56.98090146,69.8548885,0.152134542,29.41361025,0.019767792,24.90123092,0.04499077,92.91897081,0.010464158,70.99587493,0.051831772,59.46007137,0.003113051,78.17107031,-62.65135135,414.5486486,-629.8435024,3374.054354,-1032.644822,416.8097097,-3392.335738,1624.976276,-573.5871,603.2695696,-11192.44304,5236.556957
58.95413595,65.15743116,65.67,62.77085465,64.32496929,72.08771713,0.09780181,40.38176904,0.018329832,59.14500805,0.045978047,97.81897548,0.010152397,60.74074694,0.050221673,51.76065187,0.002571196,74.78705385,-94.86606607,590.9339339,-1613.353792,2181.589189,-1063.757389,286.9812813,-2498.903904,2640.396096,-515.3218646,901.7074074,-11752.68549,4433.014515
