OWPP_BE,L_BE,OWPP_DE,L_DE,OWPP_DK,L_DK,OWPP_GB,L_GB,OWPP_NL,L_NL,OWPP_NO,L_NO
BE,BE,DE,DE,DK,DK,GB,GB,NL,NL,NO,NO
WPP,Load,WPP,Load,WPP,Load,WPP,Load,WPP,Load,WPP,Load
0.194243181,0.644572336,0.095241214,0.625554702,0.033994741,0.623430962,0.099770817,0.521610572,0.154977967,0.496230013,0.020027624,0.668734097
0.050277397,0.68803334,0.108603806,0.669760994,0.015701796,0.664714086,0.097173415,0.558800611,0.145641945,0.475940627,0.018646409,0.685909669
0.01313934,0.728954158,0.097894082,0.7011811,0.007073288,0.673361227,0.098777693,0.607551158,0.15527672,0.440770698,0.019337017,0.692907125
0.008849078,0.746636237,0.11977205,0.710406317,0.018876654,0.684239888,0.110236822,0.628291756,0.155575472,0.398060793,0.015883978,0.68956743
0.005487158,0.74877952,0.098025088,0.715785146,0.007203126,0.675034868,0.121848739,0.625089399,0.180073194,0.391904186,0.017265193,0.676367684
0.004297997,0.729053384,0.132381358,0.707660838,0.003166632,0.664435146,0.130634072,0.604637013,0.189409217,0.420655791,0.01519337,0.671914758
0.004600813,0.737963882,0.122228409,0.691191361,0.004421409,0.639609484,0.142475172,0.594090584,0.192097991,0.434265133,0.014502762,0.664122137
0.008658989,0.722067871,0.087348115,0.664888448,0.009001976,0.639888424,0.154621849,0.579786723,0.207035626,0.415683147,0.017955801,0.657601781
0.016568675,0.706806906,0.064454852,0.644844412,0.004205813,0.639330544,0.169595111,0.568589148,0.172230936,0.424369696,0.013812155,0.663167939
0.029573184,0.702579877,0.065863164,0.636910385,0.010000682,0.636541144,0.179449962,0.575324772,0.175815968,0.471640973,0.013121547,0.676367684
0.018414305,0.723516571,0.076310877,0.663298245,0.024018386,0.660251046,0.181283422,0.615290187,0.164388677,0.560762223,0.014502762,0.681933842
0.017494806,0.750327446,0.05128877,0.699930683,0.041067159,0.672524407,0.185255921,0.666186313,0.138845321,0.615747953,0.020718232,0.694179389
0.014511958,0.759099028,0.090459503,0.707409396,0.077422101,0.669456067,0.194576012,0.689734311,0.115169169,0.623287927,0.049033149,0.694974555
0.016910172,0.720837468,0.168669964,0.664134121,0.039114003,0.638772664,0.20618793,0.682689126,0.167450893,0.597876344,0.099447514,0.676685751
0.023161001,0.692895416,0.230832214,0.625887694,0.03076276,0.60306834,0.220168067,0.648210416,0.219433864,0.56926183,0.131906077,0.663326972
0.024675081,0.680571542,0.358562866,0.602034645,0.044227591,0.590794979,0.234835752,0.60179759,0.331914258,0.543812859,0.14019337,0.663008906
0.022499005,0.665389958,0.4531163,0.566105565,0.065709919,0.570990237,0.245301757,0.546215348,0.372171185,0.518762696,0.184392265,0.645992366
0.018942575,0.634550506,0.530737235,0.532123465,0.073936885,0.558995816,0.262872422,0.490579733,0.359175443,0.495918444,0.278314917,0.62293257
0.039881084,0.605695575,0.439982969,0.512510958,0.08991172,0.545327755,0.276699771,0.490280847,0.368511465,0.477286606,0.324585635,0.617207379
0.090402723,0.578329034,0.368945076,0.49524638,0.112248494,0.540585774,0.282734912,0.496696235,0.33960714,0.463814355,0.375690608,0.619274809
0.057612396,0.562631474,0.351554056,0.499650019,0.131586503,0.535285914,0.286631016,0.488498201,0.287922922,0.458579992,0.412983425,0.621501272
0.110532249,0.558444136,0.320472931,0.49979273,0.173363485,0.531938633,0.285867074,0.469657668,0.228471133,0.456486247,0.391574586,0.630566158
0.1065868,0.572891447,0.238659811,0.505338054,0.27780678,0.535564854,0.270817418,0.462548436,0.17738442,0.455987737,0.360497238,0.6456743
0.157619027,0.589839254,0.196410441,0.509123282,0.305427771,0.554253835,0.249274255,0.463626562,0.147807902,0.46266778,0.419889503,0.632156489
0.219491844,0.60525898,0.17354993,0.536907666,0.315135829,0.584658298,0.213139801,0.479979932,0.137724998,0.46244345,0.406767956,0.635019084
0.290637019,0.643341933,0.209642027,0.589564461,0.272635316,0.616457462,0.183346066,0.495159104,0.163940548,0.463814355,0.397790055,0.655216285
0.422643782,0.692061917,0.245406609,0.627545854,0.140894769,0.637377964,0.163636364,0.509815224,0.234371499,0.468587595,0.390883978,0.670324427
0.349361213,0.705536813,0.220318999,0.65919022,0.155173373,0.636262204,0.13697479,0.53878588,0.165882441,0.456511173,0.314917127,0.69370229
0.433241236,0.725302639,0.179707202,0.685207712,0.185116716,0.640446304,0.116959511,0.549086795,0.086712973,0.445955209,0.348756906,0.66889313
0.471938685,0.740980353,0.181410277,0.680630781,0.16486465,0.640446304,0.107868602,0.552043637,0.112106953,0.444521991,0.333563536,0.659510178
0.546429203,0.721651121,0.213637703,0.651443075,0.105788287,0.632357043,0.113674561,0.570307747,0.143924117,0.429541744,0.309392265,0.660941476
0.63418947,0.682853741,0.229227393,0.627518671,0.154965222,0.623430962,0.122307105,0.561714755,0.11143476,0.436670447,0.285911602,0.66062341
0.655591044,0.676800953,0.220679265,0.613750501,0.172765019,0.613668061,0.132391138,0.561181029,0.086190156,0.469547228,0.254143646,0.673982188
0.809346404,0.684421512,0.221858317,0.612646193,0.167413417,0.624546722,0.139113827,0.591325883,0.078721338,0.513652962,0.198895028,0.678753181
0.88300473,0.705100218,0.265384993,0.634786716,0.136498085,0.677266388,0.128647823,0.645274922,0.059302412,0.591158913,0.132596685,0.688613232
0.803237036,0.740940663,0.271902532,0.659767858,0.123450488,0.69539749,0.122383499,0.692872621,0.044887594,0.629282518,0.111878453,0.697041985
0.784325406,0.769517761,0.273540104,0.673427296,0.146128765,0.667224547,0.134224599,0.71191597,0.055269251,0.633582173,0.114640884,0.698950382
0.781905088,0.746318714,0.258474437,0.639594702,0.173251836,0.644630404,0.153323147,0.719452183,0.090447382,0.614576453,0.089088398,0.697996183
0.721592768,0.711331613,0.270592474,0.609292495,0.242062464,0.623430962,0.167914439,0.675035493,0.105534394,0.586410598,0.055939227,0.688931298
0.783020202,0.692776345,0.261291062,0.604596639,0.241147863,0.59693166,0.181894576,0.613753056,0.123907685,0.554555765,0.071823204,0.673982188
0.740298837,0.671145068,0.285068614,0.573125565,0.268353397,0.576011158,0.195339954,0.546524909,0.15774143,0.521068308,0.07320442,0.665235369
0.804009549,0.640523913,0.314479416,0.555011519,0.322980238,0.567364017,0.196485867,0.497208612,0.182089775,0.492017597,0.082872928,0.650127226
0.681474073,0.610795793,0.36475289,0.542480173,0.352737353,0.568200837,0.195187166,0.491262903,0.247217865,0.472675382,0.159530387,0.631838422
0.694604571,0.592498512,0.350309501,0.537774123,0.365285794,0.578800558,0.194423224,0.49043029,0.236462768,0.471154925,0.339779006,0.591125954
0.417250564,0.588648541,0.315789474,0.546061529,0.275312989,0.59888424,0.192284186,0.48797515,0.276346254,0.468949015,0.412983425,0.585400763
0.249623138,0.601071641,0.360429699,0.571372264,0.379446903,0.607810321,0.192742552,0.480663101,0.353499141,0.472712771,0.398480663,0.618002545
0.22111423,0.64645763,0.421936921,0.628480269,0.368027053,0.634867503,0.190603514,0.462292247,0.471879901,0.495581949,0.426104972,0.638835878
0.286052783,0.729212145,0.419611568,0.725353548,0.315693861,0.709344491,0.188999236,0.499909267,0.568526402,0.554767632,0.331491713,0.696246819
0.385615136,0.800099226,0.413585301,0.790636829,0.233394061,0.778800558,0.181283422,0.573894386,0.608559265,0.616720049,0.298342541,0.744592875
0.433710932,0.838737845,0.407853798,0.830976344,0.195097907,0.805578801,0.180595875,0.662813164,0.550750616,0.650892957,0.331491713,0.731234097
0.404648336,0.866699742,0.388661448,0.841737399,0.164821199,0.812552301,0.184186402,0.713026121,0.567331391,0.64658084,0.319060773,0.705470738
0.397196189,0.874915658,0.418596273,0.853731881,0.124141333,0.837099024,0.191596639,0.739530961,0.589588468,0.616159224,0.26519337,0.709287532
0.460649397,0.883965072,0.455245145,0.857619044,0.137417775,0.830125523,0.205118411,0.741431027,0.614833072,0.605354005,0.305939227,0.68543257
0.543567924,0.869478071,0.427701176,0.856355037,0.141879389,0.821757322,0.214591291,0.724223695,0.660467548,0.605154601,0.315607735,0.667143766
0.560478096,0.847529272,0.373235516,0.851530061,0.127927803,0.817294282,0.216501146,0.725184402,0.611920233,0.616009671,0.336325967,0.655375318
0.612525971,0.839630879,0.284610094,0.825899926,0.144053842,0.794142259,0.219938885,0.721704508,0.578086489,0.630292003,0.287292818,0.650445293
0.630725874,0.842230601,0.222742606,0.809695483,0.166143031,0.757322176,0.228800611,0.718320684,0.562924789,0.654033575,0.244475138,0.662531807
0.733613678,0.831414963,0.207938951,0.798190294,0.126867566,0.780753138,0.240488923,0.716986369,0.54567182,0.683570334,0.185082873,0.677639949
0.839252243,0.836296884,0.213211935,0.812464747,0.128425277,0.783263598,0.249503438,0.763324473,0.535588916,0.725395381,0.168508287,0.67509542
0.814434596,0.855050605,0.13808011,0.835532888,0.084685933,0.767085077,0.260809778,0.773454596,0.516468743,0.722865439,0.142265193,0.671596692
0.759632642,0.842984719,0.101627747,0.844520255,0.060866836,0.742259414,0.27578304,0.800642606,0.495780118,0.716148008,0.112569061,0.698632316
0.819000044,0.803214924,0.092686601,0.79585256,0.063897998,0.707670851,0.291825821,0.775856364,0.448502502,0.6814392,0.069751381,0.713581425
0.769767031,0.77557055,0.083810959,0.747572222,0.061793996,0.69567643,0.307486631,0.722633191,0.449622825,0.642243797,0.05179558,0.708651399
0.79361213,0.764219091,0.063930829,0.701215078,0.042563736,0.659135286,0.321237586,0.662065947,0.459705729,0.595284089,0.046270718,0.687340967
0.887871889,0.739591189,0.041397832,0.647773376,0.028941777,0.644909344,0.331779985,0.593204599,0.454104115,0.555739728,0.027624309,0.673505089
0.863203439,0.701706688,0.034716536,0.608558555,0.017783274,0.628172943,0.337967914,0.525303957,0.413324371,0.520008973,0.019337017,0.663008906
0.837012068,0.659456241,0.030262339,0.583988556,0.006774739,0.632914923,0.347135218,0.525730938,0.294346105,0.498074502,0.032458564,0.65442112
0.755518103,0.638598928,0.055677464,0.576166659,0.004762284,0.618688982,0.344461421,0.526691645,0.23967436,0.482520969,0.046961326,0.649968193
0.777781707,0.634629887,0.090459503,0.582639601,0.009195873,0.605020921,0.342857143,0.504798198,0.275225932,0.477760191,0.048342541,0.652989822
0.802930905,0.641536019,0.124160744,0.608830385,0.012238589,0.615062762,0.352406417,0.481431667,0.312196579,0.480464612,0.061464088,0.658874046
0.884860307,0.677297083,0.184914682,0.650087325,0.023497418,0.646304045,0.352559206,0.482082813,0.340503398,0.496454343,0.122928177,0.686068702
0.921652447,0.73536416,0.300592801,0.735523374,0.033310403,0.721059972,0.351718869,0.518173376,0.409365897,0.553035307,0.205801105,0.722328244
0.95144998,0.800595356,0.44315986,0.79422498,0.065191424,0.786331939,0.346600458,0.586298182,0.433714243,0.625593539,0.29558011,0.738072519
0.928543168,0.837011312,0.547833492,0.838665724,0.106959696,0.818410042,0.352559206,0.65013183,0.508999925,0.667244108,0.358425414,0.765108142
0.953936608,0.858146458,0.587888514,0.853167834,0.180484487,0.822594142,0.36539343,0.675718662,0.530808873,0.656750458,0.434392265,0.748727735
0.9549401,0.856380234,0.589951855,0.864751174,0.236142176,0.837377964,0.37960275,0.684599866,0.571588618,0.618178193,0.497237569,0.734732824
0.952912117,0.84211153,0.594045787,0.86999069,0.242263627,0.838772664,0.397555386,0.650558811,0.569572037,0.59335236,0.544889503,0.738231552
0.956907299,0.796943838,0.641666394,0.865029799,0.313857949,0.829567643,0.41802903,0.62048868,0.624617223,0.564588292,0.621546961,0.760814249
0.958579417,0.808712046,0.711590738,0.857999606,0.375346553,0.840725244,0.443621085,0.61477781,0.650608709,0.545333317,0.665745856,0.738549618
0.958540736,0.817880532,0.712376773,0.838519616,0.408764063,0.80306834,0.458365164,0.605256135,0.672044215,0.553085158,0.689226519,0.724395674
0.96294262,0.808354832,0.69898143,0.821608416,0.505310159,0.788563459,0.460886173,0.59485915,0.751885876,0.58763195,0.736187845,0.728689567
0.968007604,0.826453661,0.727966463,0.811350246,0.530692189,0.793584379,0.439190222,0.625463007,0.760176264,0.640087738,0.732044199,0.740298982
0.97239512,0.83780512,0.805227131,0.82715374,0.512068986,0.830683403,0.40328495,0.675270332,0.770931362,0.697167213,0.679558011,0.743320611
0.9303037,0.845207382,0.815609341,0.850011213,0.626916445,0.813947001,0.387318564,0.730628409,0.766450071,0.70368524,0.629143646,0.754770992
0.691505681,0.86074618,0.846690466,0.86202948,0.540877903,0.772942817,0.399541635,0.758403518,0.765329748,0.70949289,0.550414365,0.760496183
0.943128067,0.821928954,0.833491632,0.814846654,0.66397992,0.721059972,0.4289534,0.746095793,0.768466652,0.679893817,0.437154696,0.742366412
0.82845807,0.771522127,0.809026299,0.759209927,0.640673541,0.689539749,0.474637128,0.693438371,0.77100605,0.640823041,0.381906077,0.729961832
0.375067415,0.753681286,0.805849409,0.711969338,0.655909337,0.645467225,0.525592055,0.616891365,0.766748824,0.598250227,0.387430939,0.688613232
0.622020468,0.726394126,0.759964628,0.659645534,0.599124584,0.625941423,0.573873186,0.556164003,0.739263575,0.557945637,0.352209945,0.666030534
0.764457805,0.696388172,0.721088658,0.613091314,0.705700306,0.60334728,0.618105424,0.522592628,0.719247143,0.525754309,0.341850829,0.653784987
0.679407409,0.647688033,0.750401205,0.597950405,0.713877559,0.60362622,0.646982429,0.523435916,0.682575248,0.499295854,0.348066298,0.638835878
0.586753459,0.634629887,0.810532866,0.601596319,0.700922138,0.593305439,0.656378915,0.527833819,0.767794458,0.488852054,0.36878453,0.623886768
0.345498652,0.614685453,0.777519405,0.610060414,0.705692352,0.634588563,0.663101604,0.50912138,0.769661663,0.480639091,0.367403315,0.630566158
0.232079705,0.615260964,0.751744015,0.625738187,0.710404892,0.630962343,0.668983957,0.496119811,0.771678243,0.479143559,0.38121547,0.638040712
0.234323195,0.660468347,0.814888809,0.669084818,0.736625906,0.694002789,0.656531704,0.51001804,0.771155426,0.501339748,0.424723757,0.652830789
0.267819725,0.730740226,0.817967445,0.761873857,0.746502575,0.731659693,0.639113827,0.514693481,0.770483233,0.55003178,0.474447514,0.686863868
0.234348614,0.781424886,0.683752006,0.829318183,0.753634066,0.842119944,0.611688312,0.550346388,0.765628501,0.603011005,0.537983425,0.729643766
0.35770744,0.832645366,0.493597092,0.854686682,0.764642209,0.873640167,0.596333079,0.607198898,0.760848458,0.626428545,0.63121547,0.732029262
0.442270457,0.844076206,0.442079062,0.851438318,0.762061023,0.841562064,0.603361345,0.633458225,0.76196878,0.630042747,0.781767956,0.714694656
0.549498254,0.837586823,0.413912816,0.857462742,0.747864233,0.866666667,0.62605042,0.607487111,0.759653447,0.638442653,0.845994475,0.697519084
0.699940321,0.85784878,0.395408247,0.861910554,0.756200805,0.889260809,0.643926662,0.563935056,0.676152065,0.651079899,0.82320442,0.715648855
0.642911454,0.849116888,0.38689287,0.864914272,0.774687544,0.89651325,0.659511077,0.556078607,0.741802973,0.651964755,0.779005525,0.721851145
0.508404801,0.839472117,0.446828022,0.8610407,0.779892275,0.935843794,0.665851795,0.555833093,0.762118157,0.667917098,0.787292818,0.715489822
0.409970824,0.832685057,0.358366358,0.843765928,0.771050798,0.881171548,0.66157372,0.576552343,0.757786242,0.668228667,0.748618785,0.694338422
0.297096724,0.834729113,0.37333377,0.831054495,0.80019402,0.921338912,0.646524064,0.590237081,0.76279035,0.662994305,0.654005525,0.704198473
0.196788382,0.831216511,0.437395605,0.81574709,0.805253697,0.875313808,0.614285714,0.611500731,0.763462544,0.674946099,0.636740331,0.681933842
0.21334048,0.836237349,0.598663741,0.82522375,0.807957045,0.865829847,0.557983193,0.657390506,0.7668982,0.715736736,0.622928177,0.667143766
0.133261129,0.839114904,0.723020994,0.857105966,0.793013316,0.819804742,0.497478992,0.710432211,0.759205318,0.717331971,0.617403315,0.670006361
0.282952787,0.838162334,0.760161137,0.866171484,0.699560677,0.818410042,0.480825057,0.740406272,0.733661961,0.710315433,0.632596685,0.692748092
0.338402369,0.785810677,0.762093473,0.825947496,0.555509561,0.745885635,0.492055004,0.736136463,0.671073269,0.676254689,0.668508287,0.685273537
0.259778524,0.752371502,0.764713589,0.770344748,0.551614904,0.723570432,0.503896104,0.683585786,0.666218538,0.638268174,0.738950276,0.661418575
0.104941205,0.767553086,0.829921724,0.714018253,0.570866385,0.684518828,0.520168067,0.617756002,0.728732542,0.598960605,0.654696133,0.65807888
0.251130587,0.74066283,0.814070023,0.661443008,0.408274193,0.59804742,0.51038961,0.547603036,0.721039659,0.559316542,0.484116022,0.663008906
0.457157066,0.699245882,0.733468706,0.629336532,0.40023511,0.60111576,0.48724217,0.530555822,0.716782433,0.524221389,0.400552486,0.642970738
0.634381769,0.668823179,0.732518914,0.61371992,0.502363095,0.59832636,0.486401833,0.51740481,0.745014564,0.4991463,0.351519337,0.632792621
0.717138942,0.645088311,0.747781089,0.60786539,0.393472276,0.641841004,0.477616501,0.510882676,0.748151468,0.486558905,0.334254144,0.625795165
0.540725432,0.636058742,0.751678512,0.615214983,0.429858278,0.661645746,0.468983957,0.499482286,0.750541489,0.482994554,0.343232044,0.624840967
0.582697493,0.64356023,0.780696296,0.630060278,0.615492619,0.674198047,0.468754775,0.482253605,0.749495855,0.490073406,0.340469613,0.635973282
0.487465187,0.677435999,0.750040939,0.676213549,0.712911557,0.665271967,0.452482811,0.479019225,0.754051834,0.503720136,0.354281768,0.65187659
0.432469829,0.745624132,0.722398716,0.762889821,0.752522683,0.769037657,0.428495034,0.488039197,0.762267533,0.548586099,0.406077348,0.686227735
0.505920384,0.794165509,0.412635509,0.822138484,0.718935922,0.829288703,0.4236822,0.543269179,0.754499963,0.604942734,0.448895028,0.726145038
0.591852703,0.830740226,0.176464809,0.84465617,0.773066077,0.827057183,0.446524064,0.608266351,0.755321533,0.621979337,0.470994475,0.716603053
0.743654127,0.873129589,0.119084269,0.842909664,0.78014571,0.838772664,0.486249045,0.613806428,0.736873553,0.578421964,0.516574586,0.702449109
0.822343177,0.893351856,0.13333115,0.872736169,0.77375895,0.852161785,0.521084798,0.622431443,0.717230562,0.503794913,0.409530387,0.724236641
0.907123911,0.867056956,0.170242033,0.888910031,0.785845844,0.891492329,0.54553094,0.618236355,0.57188737,0.455352135,0.42058011,0.733301527
0.877982848,0.876146061,0.247306193,0.896677563,0.788674577,0.893444909,0.555691367,0.611682198,0.570393607,0.455937886,0.63121547,0.674300254
0.897928916,0.863048224,0.310090722,0.893663652,0.74192063,0.888423989,0.539724981,0.612034457,0.602360146,0.451040018,0.695441989,0.670801527
0.900460855,0.839690415,0.337569187,0.872097369,0.662918404,0.843514644,0.522154316,0.61645371,0.696392561,0.468313414,0.557320442,0.704993639
0.859512179,0.822544156,0.444928438,0.847537563,0.701661859,0.842677824,0.493964859,0.630981736,0.642094256,0.472874787,0.577348066,0.691475827
0.783131824,0.821670966,0.600825337,0.831418067,0.642309744,0.833193863,0.440183346,0.67016791,0.725147509,0.533281821,0.612569061,0.672709924
0.79222625,0.817146259,0.724167294,0.847996276,0.61415012,0.826778243,0.375095493,0.704945507,0.750616177,0.644225377,0.53660221,0.700063613
0.860659343,0.843758682,0.810008843,0.852264001,0.618716759,0.834867503,0.328877005,0.756151194,0.673612667,0.692219494,0.447513812,0.705947837
0.938180231,0.824667593,0.782530377,0.846385685,0.565653396,0.817573222,0.322154316,0.771671951,0.576518037,0.696967809,0.475138122,0.698473282
0.938773706,0.795177615,0.754757148,0.799695551,0.580235229,0.791073919,0.321084798,0.767039208,0.660915677,0.671880258,0.384668508,0.72725827
0.894593519,0.755606271,0.758851079,0.751510353,0.592046581,0.707949791,0.319251337,0.712108112,0.731197251,0.632659928,0.388121547,0.704198473
0.928077892,0.731772177,0.783971441,0.70903018,0.665810181,0.694002789,0.314896868,0.643577673,0.734707596,0.590261593,0.361878453,0.669688295
0.900026524,0.721829728,0.744440441,0.663389987,0.669488273,0.589958159,0.309320092,0.578334988,0.697288819,0.553122546,0.29281768,0.655534351
0.907209009,0.672673149,0.564241968,0.626349804,0.704973009,0.608368201,0.324522536,0.522080251,0.688624991,0.524470644,0.229972376,0.665712468
0.920040007,0.647965866,0.58146923,0.608660492,0.693963296,0.60027894,0.344003056,0.517767744,0.732392262,0.502399083,0.190607735,0.642493639
0.894803501,0.624627902,0.722169456,0.603607859,0.697848427,0.60223152,0.35210084,0.503495906,0.763761297,0.488465709,0.162292818,0.632792621
0.913016666,0.619388768,0.78937543,0.616958091,0.624409728,0.635146444,0.362872422,0.481186153,0.766450071,0.483642618,0.165745856,0.62913486
0.90711728,0.617483628,0.802017489,0.633865893,0.590498331,0.651603905,0.386172651,0.477204556,0.767943834,0.488665113,0.189226519,0.628339695
0.929013969,0.648402461,0.669112108,0.678496918,0.559671863,0.664993026,0.394194041,0.4700633,0.767421017,0.50238662,0.20718232,0.634860051
0.909753106,0.721194681,0.412176989,0.753511699,0.649166909,0.712133891,0.398472116,0.481986742,0.768765404,0.549919615,0.211325967,0.672232824
0.868023076,0.777932129,0.314250156,0.82139435,0.683570996,0.8027894,0.407868602,0.532712076,0.769811039,0.586261045,0.212707182,0.718034351
0.762761372,0.806271086,0.273343595,0.863150777,0.727006254,0.830404463,0.433002292,0.593791697,0.75913063,0.572016102,0.184392265,0.729166667
0.654076964,0.833419329,0.273540104,0.877778608,0.8061802,0.882287308,0.472803667,0.599566614,0.76032564,0.528645671,0.117403315,0.733301527
0.775806772,0.829430443,0.276520486,0.887177117,0.799560406,0.914086471,0.507868602,0.588123526,0.737022929,0.486010544,0.067679558,0.74173028
0.627758499,0.826056757,0.283529296,0.890289566,0.797779802,0.905439331,0.529640947,0.573659547,0.640525805,0.464724137,0.040745856,0.748091603
0.479586446,0.82534233,0.289195297,0.867985946,0.805136775,0.893165969,0.545989305,0.56071135,0.418029726,0.459689179,0.034530387,0.731234097
0.384548649,0.839114904,0.274326139,0.840126809,0.807047097,0.89958159,0.553093965,0.56049786,0.439913362,0.468575132,0.062845304,0.728689567
0.346199328,0.832188926,0.27186978,0.8201983,0.806687911,0.827894003,0.537433155,0.554701594,0.465680783,0.466705717,0.061464088,0.730916031
0.322276867,0.794840246,0.304031703,0.808231001,0.807838573,0.80251046,0.528877005,0.558747238,0.728881918,0.486097783,0.106353591,0.739980916
0.25819924,0.787596745,0.410801428,0.794554573,0.803043132,0.794979079,0.503972498,0.579466487,0.726641273,0.524458181,0.205801105,0.721692112
0.22651408,0.793391546,0.601742377,0.802250749,0.803478815,0.859693166,0.461115355,0.627886124,0.758831877,0.610301724,0.33218232,0.682251908
0.167168781,0.821710657,0.762453739,0.824224776,0.804465048,0.870571827,0.416959511,0.68125874,0.783180223,0.671880258,0.363259669,0.669847328
0.154688122,0.819071244,0.868109914,0.833157777,0.770111781,0.810599721,0.392971734,0.716388595,0.783180223,0.681202408,0.241712707,0.708810433
0.113113921,0.783647549,0.799168113,0.779597149,0.703289172,0.749232915,0.379526356,0.715214398,0.782283964,0.652089383,0.122237569,0.714694656
0.121516511,0.752331812,0.741132545,0.720895543,0.721761625,0.729428173,0.375706646,0.67521696,0.782582717,0.611323671,0.104972376,0.686863868
0.087609964,0.738638619,0.734549504,0.689845805,0.728514927,0.708507671,0.373491215,0.618118936,0.783030846,0.575219033,0.154005525,0.649013995
0.047280182,0.731950784,0.731798382,0.642795496,0.739184392,0.631799163,0.37776929,0.557455621,0.781014265,0.543787934,0.132596685,0.649332061
0.033534105,0.687815043,0.752824812,0.604776726,0.733110349,0.638772664,0.384110008,0.531591251,0.733437897,0.520881367,0.117403315,0.633587786
0.018244109,0.652351657,0.817607179,0.579177172,0.752324903,0.716596932,0.397097021,0.520383002,0.681006797,0.496952853,0.084254144,0.620547074
0.000967022,0.629450288,0.855664363,0.564192564,0.502916394,0.741422594,0.412299465,0.517596951,0.730823811,0.484303144,0.061464088,0.626749364
0,0.62057948,0.861756133,0.563835788,0.367758192,0.733612273,0.43315508,0.505246528,0.65016058,0.478109149,0.047651934,0.624522901
0,0.622325858,0.864343497,0.56931995,0.269889931,0.723570432,0.459893048,0.501798657,0.676749571,0.476912723,0.040055249,0.629452926
0,0.627366541,0.862214653,0.577383096,0.298514593,0.706276151,0.477158136,0.485263821,0.618866233,0.481661038,0.022099448,0.632474555
0,0.649831316,0.75639472,0.5882257,0.265125278,0.678382148,0.485332315,0.482371025,0.638434536,0.497875098,0.015883978,0.628498728
0,0.670192499,0.807617987,0.626020211,0.625188173,0.732775453,0.474255157,0.507819088,0.66285757,0.519161505,0.016574586,0.644083969
0,0.705318516,0.707300298,0.676920306,0.482493134,0.747001395,0.467456073,0.514223802,0.64851744,0.533630778,0.015883978,0.663804071
0.010803015,0.731196666,0.691153834,0.718221419,0.584071976,0.766806137,0.462872422,0.525229235,0.542086788,0.530278294,0.016574586,0.675572519
0.019628885,0.75743203,0.385288049,0.732230838,0.533700073,0.780753138,0.458365164,0.533768854,0.535588916,0.497775396,0.017955801,0.682410941
0.024109235,0.748422306,0.38011332,0.745088379,0.497239011,0.777126918,0.443315508,0.536448159,0.536559863,0.460299854,0.024861878,0.669052163
0.039749569,0.760210359,0.364130613,0.732251225,0.082433726,0.794700139,0.425515661,0.53128169,0.503248936,0.439910767,0.054558011,0.660782443
0.098240573,0.729966263,0.370910163,0.706872532,0.231149977,0.780753138,0.391291062,0.521471803,0.501605796,0.421465871,0.078729282,0.651558524
0.230231864,0.746298869,0.339043003,0.686165911,0.354733244,0.750627615,0.353857907,0.527844494,0.510493689,0.43888882,0.075276243,0.661100509
0.204177534,0.729886882,0.288442014,0.678690597,0.255933332,0.70153417,0.31512605,0.533576712,0.534692658,0.464798913,0.091850829,0.675254453
0.219045356,0.719904743,0.307208594,0.676872736,0.218596539,0.691213389,0.26539343,0.559067474,0.534095153,0.525131171,0.129834254,0.67923028
0.175208877,0.744314348,0.58779026,0.698928312,0.156555275,0.728870293,0.206875477,0.611169821,0.728732542,0.604107728,0.164364641,0.691475827
0.122058043,0.785929748,0.59050863,0.723892464,0.151778943,0.709902371,0.170817418,0.684076814,0.731645381,0.642605217,0.217541436,0.690680662
0.196717652,0.784342131,0.630661907,0.730355213,0.139328998,0.685076709,0.166768526,0.708980476,0.593248189,0.644399855,0.262430939,0.704834606
0.251465452,0.731395118,0.668424328,0.691731623,0.162265097,0.666387727,0.175095493,0.698893052,0.389797595,0.615947357,0.272790055,0.702449109
0.249360108,0.712244493,0.746012511,0.660145021,0.245260152,0.647419805,0.179526356,0.667894237,0.252147285,0.577449869,0.232734807,0.700858779
0.165588391,0.689680492,0.677692988,0.634606629,0.33193026,0.633472803,0.185867074,0.616443035,0.248039435,0.552262615,0.218922652,0.700063613
0.173418505,0.691248264,0.660825992,0.590342573,0.226070874,0.631241283,0.187012987,0.561640034,0.243707521,0.529916873,0.236187845,0.678276081
0.19930927,0.645167692,0.621655258,0.564477985,0.427763392,0.60251046,0.171504966,0.510434346,0.192097991,0.500342726,0.240331492,0.672391858
0.254083595,0.61002183,0.562047621,0.543672826,0.48531743,0.581589958,0.167990833,0.499642403,0.15774143,0.480265208,0.277624309,0.659192112
0.284301092,0.590990276,0.568663413,0.536775149,0.539756894,0.624267782,0.171428571,0.48863697,0.101277168,0.467191765,0.343232044,0.642652672
0.226135007,0.585036714,0.498378803,0.536387792,0.60151007,0.59748954,0.177998472,0.474888184,0.069011875,0.464300403,0.332872928,0.651081425
0.166227178,0.582873586,0.46755969,0.541420038,0.653975507,0.610320781,0.186172651,0.480001281,0.068040929,0.465509291,0.341850829,0.662372774
0.162180054,0.607422108,0.414567845,0.533730658,0.676627026,0.572942817,0.201757066,0.485039656,0.045261035,0.476601154,0.294198895,0.681138677
0.093430883,0.61813852,0.368290047,0.537818295,0.658574214,0.582426778,0.221543163,0.494828194,0.059078348,0.485574347,0.328038674,0.680661578
