OWPP_BE,L_BE,OWPP_DE,L_DE,OWPP_DK,L_DK,OWPP_GB,L_GB,OWPP_NL,L_NL,OWPP_NO,L_NO
BE,BE,DE,DE,DK,DK,GB,GB,NL,NL,NO,NO
WPP,Load,WPP,Load,WPP,Load,WPP,Load,WPP,Load,WPP,Load
0.164343972,0.830025799,0.566927587,0.790959627,0.785666339,0.89818689,0.515584416,0.7028533,0.447008739,0.690437319,0.570441989,0.84605598
0.332140489,0.837963882,0.590181116,0.81517285,0.671849722,0.884797768,0.501375095,0.724746747,0.44163119,0.652712521,0.45718232,0.848600509
0.652916538,0.851954753,0.736874857,0.833256315,0.730839208,0.850488145,0.488617265,0.722302281,0.424378221,0.607273271,0.377762431,0.84605598
0.77730317,0.848739829,0.75095798,0.83206706,0.769476973,0.821199442,0.477463713,0.712449696,0.40637837,0.598449632,0.347375691,0.829834606
0.878260245,0.844354038,0.754495136,0.809518794,0.728108893,0.79972106,0.452941176,0.716100383,0.429307641,0.60348459,0.377762431,0.806456743
0.880921489,0.82869617,0.697671372,0.79353861,0.722809207,0.761785216,0.41038961,0.709290037,0.41788035,0.642929249,0.428867403,0.800254453
0.871876796,0.817701925,0.734713261,0.779016113,0.730199019,0.790794979,0.366692131,0.711040659,0.386361939,0.672740189,0.515883978,0.771787532
0.876495292,0.820877158,0.782661383,0.786100672,0.737426395,0.810878661,0.346294882,0.736125789,0.395772649,0.710116028,0.640883978,0.761927481
0.835225012,0.855765033,0.802181247,0.810048861,0.732646666,0.858298466,0.35355233,0.787331476,0.401150198,0.761412779,0.676104972,0.773377863
0.870337297,0.842984719,0.836570268,0.820599248,0.74458485,0.825383543,0.366692131,0.8063855,0.429606393,0.734343648,0.602209945,0.775922392
0.831612219,0.810220282,0.75842531,0.788788387,0.745784822,0.766806137,0.384491979,0.7828802,0.576069908,0.702576054,0.600138122,0.770833333
0.830204235,0.774320302,0.765466872,0.743773403,0.714577207,0.710181311,0.41512605,0.731973399,0.651654343,0.671095103,0.575276243,0.757633588
0.806600062,0.739233975,0.720924901,0.712363491,0.664139927,0.671129707,0.448357525,0.67085108,0.666143849,0.632572689,0.593922652,0.732824427
0.824313691,0.726473507,0.648675204,0.681378312,0.627358851,0.641004184,0.486478228,0.610817562,0.667637613,0.593688855,0.57941989,0.699427481
