OWPP1,OWPP2,OWPP3,OWPP4,OWPP5,SF,L1,L2,L3,G1,G2,G3
OS_AC1,OS_AC3,OS_AC5,OS_AC7,OS_AC8,nAC4,nAC6,nAC9,nAC12,nAC3,nAC9,nAC12
65,90,85,30,35,25,50,40,50,,,
WPP,WPP,WPP,WPP,WPP,SF,Load,Load,Load,Slack,Slack,Slack
0.97631,0.8982,0.94702,0.22376,0.97631,0,0.8557,0.67376,0.74408,120,34.61,183.67
0.97852,0.91002,0.95895,0.22139,0.97852,0,0.80891,0.66049,0.69695,118.16,32.88,165.05
0.97889,0.90058,0.881,0.23942,0.97889,0,0.75991,0.65083,0.63828,117,29.79,160
0.97916,0.97916,0.92041,0.27716,0.97916,0,0.75626,0.63204,0.57254,111.1,22.22,139.89
0.97811,0.94877,0.90964,0.32177,0.97811,0,0.74286,0.64917,0.50609,107.64,27.46,126.98
0.95311,0.93405,0.8578,0.37196,0.95311,0,0.68401,0.63073,0.49088,109.79,24.93,122.34
0.94573,0.92681,0.92681,0.41054,0.94573,0,0.6456,0.63019,0.47793,101.68,22.98,99
0.92262,0.90417,0.83036,0.45134,0.92262,0,0.62459,0.60794,0.48979,79.51,25.1,77
0.95215,0.92359,0.91407,0.48793,0.95215,0,0.61808,0.59364,0.47519,74.47,24.46,65
0.95692,0.90907,0.92821,0.51788,0.95692,0,0.60839,0.58316,0.47617,72.46,24.91,48
0.97136,0.94222,0.92279,0.52513,0.97136,0,0.61744,0.65902,0.4573,82.9,26.78,52.78
0.97861,0.9101,0.89053,0.49626,0.97861,0,0.64199,0.57295,0.47206,92.46,27.98,56.03
0.97974,0.97974,0.97974,0.44691,0.97974,0.02442,0.67436,0.56149,0.49377,110.19,29.95,81
0.9786,0.95903,0.91988,0.40084,0.9786,0.09922,0.70531,0.59797,0.55144,124.71,32.64,121.77
0.97356,0.88594,0.91514,0.36898,0.97356,0.0629,0.7479,0.62407,0.5908,109.55,31.77,138.11
0.97316,0.90504,0.95369,0.34912,0.97316,0.04375,0.7753,0.61948,0.59583,104.68,29.64,139
0.95627,0.86064,0.86064,0.33911,0.95627,0.03329,0.78327,0.62882,0.60188,97.1,27.97,139.51
0.954,0.954,0.87768,0.33239,0.954,0.02782,0.78786,0.62729,0.60907,83.45,27.61,135.13
0.966,0.8694,0.88872,0.3246,0.966,0.0222,0.77568,0.71866,0.60691,86.37,27.48,134.16
0.77623,0.76071,0.76071,0.30901,0.77623,0.00872,0.76258,0.72152,0.60923,97.01,28.32,137.34
0.7519,0.69927,0.70679,0.28999,0.7519,0.00049,0.74456,0.71131,0.61104,110.53,32.15,131.24
0.77332,0.69599,0.71146,0.27227,0.77332,0,0.74939,0.6478,0.64633,129.08,62.81,126.51
0.41507,0.39846,0.39431,0.27273,0.41507,0,0.76412,0.6364,0.70912,147.63,104.19,133
0.14204,0.13778,0.13778,0.28594,0.14204,0,0.79472,0.66542,0.71488,152.33,59.98,160.72
0.08865,0.08156,0.08511,0.30428,0.08865,0,0.78068,0.62222,0.68224,135.8,46.13,170
0.1241,0.11541,0.12038,0.3123,0.1241,0,0.74679,0.58124,0.64943,120.82,29.67,155
0.14711,0.13681,0.13829,0.30947,0.14711,0,0.70483,0.56155,0.60206,117.18,29.24,152.41
0.07724,0.06952,0.07106,0.3042,0.07724,0,0.69453,0.53684,0.55126,113.8,29.38,152
0.05651,0.05538,0.05199,0.30145,0.05651,0,0.67958,0.51939,0.51586,113.3,41.03,148.34
0.09409,0.09126,0.08938,0.29549,0.09409,0,0.6367,0.50404,0.50949,107.39,41.04,158.79
0.15984,0.15505,0.15984,0.28144,0.15984,0,0.61678,0.51162,0.49925,102.66,41.9,160
0.21278,0.19576,0.21065,0.2686,0.21278,0,0.60059,0.50346,0.46909,93,41.35,154.07
0.31233,0.30296,0.2811,0.256,0.31233,0,0.59421,0.50987,0.45463,92.55,38.66,136.78
0.3549,0.32296,0.32651,0.24209,0.3549,0,0.58703,0.51102,0.45033,97.78,41.01,135.02
0.24641,0.24394,0.24148,0.22307,0.24641,0,0.59472,0.51407,0.43998,106.96,36.57,136.78
0.13863,0.13724,0.13585,0.20909,0.13863,0,0.60574,0.52925,0.46226,114.5,45.59,133
0.06235,0.05986,0.06235,0.2152,0.06235,0.01038,0.62803,0.54679,0.49776,118.39,59.27,130
0.0501,0.0466,0.04509,0.24034,0.0501,0.05122,0.66033,0.56664,0.52678,118.81,85.03,144.61
0.047,0.04559,0.04606,0.28541,0.047,0.07235,0.6858,0.57747,0.5442,116.23,73.1,156.18
0.01134,0.01032,0.01122,0.33117,0.01134,0.08851,0.7089,0.66628,0.53511,113.94,59.9,169.6
0.01794,0.01758,0.01704,0.37892,0.01794,0.16813,0.72991,0.73235,0.52697,112.24,44.69,168
0.05065,0.05015,0.0461,0.41887,0.05065,0.18856,0.74343,0.77335,0.5216,111.65,40.77,151
0.07652,0.07576,0.06964,0.44416,0.07652,0.10512,0.72451,0.79667,0.5111,108.76,41.32,138.61
0.12315,0.12315,0.11453,0.46234,0.12315,0.04436,0.71424,0.72829,0.51941,107.74,59.94,111.41
0.02261,0.0208,0.02193,0.46455,0.02261,0.01082,0.70619,0.65644,0.55858,120.36,97.29,108.8
0.04507,0.04326,0.04372,0.46035,0.04507,0,0.69882,0.62962,0.62965,141.28,105.15,124.85
0.02703,0.02649,0.02487,0.46822,0.02703,0,0.71984,0.69051,0.69874,158.93,106.71,152.13
0.0437,0.04064,0.0437,0.4893,0.0437,0,0.77185,0.72114,0.72,158.64,100.93,180
0.02012,0.01811,0.01872,0.51681,0.02012,0,0.76544,0.724,0.67484,149.54,96.38,180.96
0.07648,0.07572,0.07572,0.5356,0.07648,0,0.74412,0.7752,0.62426,144.04,94.57,159.55
0.05676,0.05392,0.05335,0.55577,0.05676,0,0.71354,0.78505,0.59578,138.58,69.74,149
0.03073,0.02765,0.02796,0.56967,0.03073,0,0.69529,0.75951,0.55084,119.92,57.2,133
-0.00074,-0.00068,-0.0007,0.58182,-0.00074,0,0.67971,0.72747,0.54866,94.72,53.63,121
0,0,0,0.59312,0,0,0.63914,0.68341,0.55099,87.95,45.04,87.41
0.00197,0.00183,0.00189,0.59763,0.00197,0,0.62982,0.68735,0.54891,82.9,42.75,84
0.03364,0.03129,0.0333,0.60871,0.03364,0,0.6162,0.69649,0.52988,74.85,33.18,75.71
0.0458,0.04122,0.04534,0.60901,0.0458,0,0.60363,0.70257,0.52018,72.9,29.13,65
0.05074,0.05074,0.04922,0.60031,0.05074,0,0.6102,0.66478,0.52024,78.14,34.13,63
0.05502,0.05282,0.04952,0.59213,0.05502,0,0.64493,0.70299,0.5291,108.28,38.26,65
0.12412,0.12039,0.11543,0.5796,0.12412,0.00001,0.72094,0.70539,0.59522,125.39,47.77,89.44
0.18591,0.17662,0.17476,0.56937,0.18591,0.02456,0.78528,0.76753,0.65593,135.1,54.19,133.44
0.20769,0.1973,0.19523,0.56486,0.20769,0.1126,0.82971,0.78313,0.67498,146.35,48.72,145.82
0.27096,0.26283,0.26012,0.57983,0.27096,0.19324,0.8559,0.80497,0.68189,130.92,41.96,145
0.30647,0.29115,0.30341,0.58885,0.30647,0.22333,0.86732,0.84153,0.66447,121.87,34.55,154.18
0.34571,0.3146,0.34571,0.58503,0.34571,0.24038,0.87073,0.86456,0.65157,110,34.8,140.39
0.36993,0.36993,0.33294,0.57433,0.36993,0.26155,0.84685,0.89925,0.64516,84.7,34.17,123.79
0.33647,0.32974,0.32637,0.5547,0.33647,0.20361,0.84289,0.9023,0.6377,109.43,41.52,122.67
0.33543,0.33543,0.30524,0.52086,0.33543,0.12004,0.83343,0.86235,0.63723,111.45,51.09,124
0.47363,0.44521,0.4689,0.47143,0.47363,0.03402,0.82923,0.8302,0.67163,91.1,49.85,125.66
0.67581,0.64202,0.60823,0.42391,0.67581,0,0.83227,0.80259,0.73159,123.94,57.73,125.79
0.64543,0.61316,0.60671,0.38869,0.64543,0,0.85619,0.85757,0.80201,139.42,59.92,155.61
0.7436,0.7436,0.73616,0.3615,0.7436,0,0.89468,0.78139,0.81889,170.4,55.92,184.9
0.73373,0.67503,0.66035,0.34156,0.73373,0,0.8747,0.85636,0.79047,137.51,53.08,202.47
0.75973,0.72174,0.70655,0.3191,0.75973,0,0.81508,0.82244,0.73143,113.93,49.9,192.61
0.74968,0.67471,0.67471,0.29817,0.74968,0,0.77718,0.78626,0.65905,113,46.33,171.4
0.60572,0.58755,0.5936,0.27716,0.60572,0,0.77188,0.70932,0.59271,123.22,43,160
0.64251,0.61039,0.62966,0.25157,0.64251,0,0.74893,0.63398,0.54323,127.71,45.01,141.49
0.69431,0.68736,0.65959,0.233,0.69431,0,0.69688,0.70376,0.53397,136.81,42.84,142.81
0.72559,0.70382,0.6748,0.22193,0.72559,0,0.66997,0.71382,0.52986,123.5,42.84,138.58
0.80824,0.75167,0.80016,0.21192,0.80824,0,0.64144,0.69109,0.51318,112.94,44.66,136
0.8354,0.81869,0.82705,0.20695,0.8354,0,0.6413,0.74126,0.49742,112.74,47.38,130
0.83979,0.81459,0.7726,0.19855,0.83979,0,0.64323,0.70529,0.48856,124.89,52.4,133
0.74225,0.73483,0.71998,0.18984,0.74225,0,0.68225,0.71109,0.50472,147.08,64.01,137.52
0.226,0.21018,0.21922,0.17464,0.226,0,0.75199,0.74642,0.59579,154.8,97.03,140
0.14064,0.14064,0.13642,0.17265,0.14064,0.00285,0.81424,0.85345,0.6768,166.9,101.2,151
0.56665,0.54966,0.54966,0.17639,0.56665,0.03114,0.86346,0.87534,0.72245,165.56,102.04,169
0.70983,0.64595,0.67434,0.19358,0.70983,0.06884,0.884,0.85151,0.73705,150.52,101.91,170
0.65043,0.62441,0.61791,0.21268,0.65043,0.08466,0.88853,0.87226,0.73682,138.37,101.53,168.64
0.37281,0.34671,0.33553,0.23575,0.37281,0.09447,0.88754,0.84995,0.73456,131.37,102.39,153.49
0.38383,0.36463,0.34928,0.25325,0.38383,0.08496,0.86246,0.83897,0.73298,125.2,103.53,138
0.58133,0.55227,0.58133,0.25951,0.58133,0.06297,0.84656,0.80389,0.72011,129.48,108.23,132.45
0.82242,0.75663,0.79775,0.25752,0.82242,0.04343,0.83483,0.74091,0.70793,130.56,114.91,128.94
0.95543,0.86944,0.91721,0.25004,0.95543,0.01778,0.83016,0.68896,0.71592,149.1,142.78,126
0.94535,0.92644,0.88863,0.23514,0.94535,0,0.83104,0.65984,0.7501,164.85,164.85,132
0.93448,0.90645,0.87842,0.22689,0.93448,0,0.85454,0.69948,0.80709,178.13,178.13,154
0.7911,0.75154,0.75154,0.23209,0.7911,0,0.8857,0.70888,0.82246,177.1,177.1,180
0.80159,0.74548,0.73746,0.24263,0.80159,0,0.87506,0.66577,0.79364,170,170,189.06
0.81158,0.73042,0.79535,0.24805,0.81158,0,0.82302,0.63292,0.74352,158.8,158.8,176
0.85683,0.84826,0.82255,0.25363,0.85683,0,0.77478,0.60137,0.68553,153.2,153.2,156.41
0.88136,0.87255,0.80204,0.25348,0.88136,0,0.76716,0.57066,0.6427,142.58,142.58,144.45
0.9403,0.9215,0.88389,0.24408,0.9403,0,0.74927,0.54038,0.55909,139.9,139.9,133.57
0.94009,0.92129,0.94009,0.23231,0.94009,0,0.71044,0.54444,0.5427,127.56,128.53,137.44
0.94281,0.94281,0.91453,0.22376,0.94281,0,0.6744,0.55696,0.54492,125.3,125.3,133.04
0.93653,0.87097,0.84287,0.21031,0.93653,0,0.66103,0.54937,0.53212,124.48,128.53,134
0.93187,0.90391,0.89459,0.20611,0.93187,0,0.65412,0.53991,0.52481,125.42,129.53,131.95
0.93951,0.85495,0.87374,0.20634,0.93951,0,0.66178,0.54303,0.5246,129.24,139.19,131.18
0.89495,0.8144,0.8323,0.20542,0.89495,0,0.69423,0.56951,0.55164,153.37,157.49,132
0.78907,0.73383,0.7654,0.20657,0.78907,0.00002,0.76193,0.63062,0.60227,173.13,173.13,141
0.72535,0.70359,0.65281,0.20993,0.72535,0.00372,0.82131,0.70561,0.69494,176.34,176.34,154.89
0.41394,0.38911,0.39739,0.22475,0.41394,0.03047,0.85686,0.72833,0.74971,164.55,164.55,186.08
0.84649,0.82956,0.77031,0.24484,0.84649,0.08771,0.87226,0.72486,0.7672,150.91,152.53,185
0.50203,0.49701,0.46689,0.26639,0.50203,0.13954,0.86511,0.73959,0.75187,144.93,136.99,179
0.89797,0.84409,0.82613,0.2793,0.89797,0.22225,0.88085,0.74279,0.73597,120.1,126.45,164
0.93773,0.9096,0.85334,0.29549,0.93773,0.22891,0.87504,0.75388,0.72429,131.1,126.08,151.49
0.92125,0.91204,0.85677,0.3039,0.92125,0.1633,0.88196,0.75608,0.70931,136.12,132.78,139.11
0.56161,0.51668,0.52791,0.30374,0.56161,0.0926,0.8638,0.72151,0.71065,151.01,147.28,135
0.23375,0.21038,0.22674,0.28655,0.23375,0.02241,0.8568,0.69672,0.74059,157.02,153.19,129.91
0.26385,0.25593,0.24802,0.26494,0.26385,0,0.84362,0.7012,0.77233,165.01,161.05,135.77
0.36394,0.34939,0.35302,0.25653,0.36394,0,0.8595,0.74373,0.82255,175,170.8,146.56
0.3544,0.3225,0.34731,0.26371,0.3544,0,0.88867,0.73196,0.84034,172.73,131.93,167.83
0.25632,0.24094,0.23069,0.27196,0.25632,0,0.8702,0.69073,0.79353,162.06,91.04,179
0.14112,0.13829,0.13971,0.27578,0.14112,0,0.8266,0.65782,0.74536,154.02,57.14,170.87
0.04299,0.0417,0.03912,0.27112,0.04299,0,0.79012,0.61943,0.67782,151.93,34.17,158
0.03664,0.03591,0.03664,0.26662,0.03664,0,0.78197,0.58646,0.60459,134.62,28.74,141
0.0345,0.03278,0.03243,0.27181,0.0345,0,0.7614,0.56588,0.53617,134.77,40.08,125.78
0.08479,0.07716,0.0797,0.27678,0.08479,0,0.7162,0.55827,0.53803,131.5,30.72,137
0.27112,0.24943,0.27112,0.27426,0.27112,0,0.6782,0.55304,0.5396,129.06,30.68,133.26
0.57042,0.55902,0.5419,0.27441,0.57042,0,0.6528,0.55202,0.51914,124.79,32.91,133
0.83143,0.82312,0.82312,0.27418,0.83143,0,0.64159,0.54562,0.50162,125.19,40.05,130.35
0.93681,0.86186,0.88997,0.26883,0.93681,0,0.64396,0.54058,0.49139,129.96,120.07,133.26
0.93287,0.85824,0.87689,0.26501,0.93287,0,0.67936,0.56718,0.54881,153.98,153.98,135
0.92746,0.88108,0.89036,0.25554,0.92746,0,0.74823,0.62495,0.6414,170,170,147
0.91847,0.89091,0.87254,0.25118,0.91847,0.00336,0.80225,0.70382,0.7297,178.14,178.06,169
0.93214,0.9135,0.9135,0.25485,0.93214,0.02638,0.85008,0.73114,0.76605,172.57,163.96,194.98
0.91472,0.87813,0.87813,0.26555,0.91472,0.06095,0.87558,0.74103,0.7723,161.56,139.9,197.01
0.91484,0.82336,0.83251,0.26975,0.91484,0.09443,0.88755,0.76434,0.7467,160,119.74,201.23
0.93537,0.86054,0.85118,0.27418,0.93537,0.13602,0.89405,0.77708,0.72502,147.11,115.21,193.18
0.81072,0.77018,0.77829,0.29351,0.81072,0.21247,0.89095,0.76506,0.7295,142.57,127.23,173.8
0.86092,0.80065,0.86092,0.31115,0.86092,0.21094,0.88231,0.77299,0.71998,138.77,110.02,163.14
0.91931,0.85496,0.88254,0.31826,0.91931,0.12543,0.86596,0.8826,0.72762,134.02,110.3,151.5
0.91919,0.89161,0.91919,0.3071,0.91919,0.03359,0.85423,0.79542,0.73644,138.75,109.99,148.23
0.85448,0.76904,0.77758,0.28755,0.85448,0.00002,0.84787,0.73674,0.78551,152.36,120.61,156
0.80143,0.7293,0.74533,0.28762,0.80143,0,0.85451,0.76706,0.85029,165.22,123.34,175.92
0.72353,0.65118,0.65842,0.29167,0.72353,0,0.89033,0.76691,0.87321,165,111.79,201.46
0.61255,0.58192,0.61255,0.29725,0.61255,0,0.87446,0.72574,0.83269,159.18,104.2,219.09
0.42271,0.38044,0.40157,0.30871,0.42271,0,0.82494,0.68766,0.78091,151.14,103.62,199
0.53838,0.51146,0.53838,0.32208,0.53838,0,0.78732,0.65741,0.70321,150.3,90,169.68
0.5487,0.54322,0.54322,0.33453,0.5487,0,0.77777,0.62394,0.63176,135.64,73.31,157.27
0.58587,0.52728,0.58587,0.33911,0.58587,0,0.75718,0.70739,0.56589,133.72,59.94,141.24
0.74708,0.72467,0.73961,0.34599,0.74708,0,0.71795,0.64862,0.54697,127.76,48.07,148
0.74993,0.73494,0.68244,0.34874,0.74993,0,0.6905,0.65966,0.54233,125.1,44.99,142.4
0.78626,0.72336,0.7784,0.35493,0.78626,0,0.66,0.67087,0.53995,130.33,44.97,140.55
0.86149,0.86149,0.78396,0.35256,0.86149,0,0.65018,0.75715,0.52474,117.65,49.96,135.57
0.83912,0.76359,0.78877,0.34645,0.83912,0,0.65937,0.73774,0.51001,149.01,56.98,131.99
0.84179,0.7997,0.81654,0.33354,0.84179,0,0.68833,0.69494,0.53616,163.88,86.62,133
0.77588,0.69829,0.72157,0.31474,0.77588,0.00009,0.75815,0.71791,0.63218,162.6,100.94,137.07
0.77474,0.74375,0.736,0.30344,0.77474,0.02976,0.81353,0.81936,0.70604,171.91,102.99,144
0.80403,0.77991,0.80403,0.30359,0.80403,0.1156,0.85427,0.9132,0.74844,169.72,100.36,162.91
0.77601,0.72169,0.76049,0.31963,0.77601,0.16779,0.87232,0.80653,0.76241,158.44,98.71,170.7
0.84703,0.76232,0.7962,0.35187,0.84703,0.20654,0.87234,0.77612,0.75073,161.27,97.07,171.16
0.88497,0.80532,0.86727,0.37273,0.88497,0.24788,0.86506,0.78547,0.73466,142,95.87,165
0.88088,0.88088,0.81041,0.38869,0.88088,0.24506,0.8605,0.74749,0.7198,137.81,92.32,150
0.74213,0.74213,0.67534,0.39473,0.74213,0.23033,0.85233,0.78084,0.69806,130,91.54,142.8
0.65573,0.63606,0.63606,0.39587,0.65573,0.14268,0.84245,0.8574,0.68976,120.37,91.25,138
0.6566,0.65004,0.65004,0.37601,0.6566,0.04637,0.83757,0.82988,0.69466,121.08,95.83,135
0.67097,0.65084,0.61729,0.34263,0.67097,0.00004,0.84536,0.85867,0.73637,140,97.43,135.84
0.81525,0.75003,0.81525,0.33071,0.81525,0,0.84903,0.87261,0.78613,146.4,96.54,153.43
0.72211,0.70045,0.70767,0.32781,0.72211,0,0.86391,0.8174,0.81297,131.28,89.01,175.33
0.71265,0.70552,0.67702,0.32567,0.71265,0,0.85357,0.74603,0.78272,171.8,52.62,189.14
0.86753,0.80681,0.83283,0.32002,0.86753,0,0.81047,0.72516,0.7251,135.33,33.87,175.62
0.84519,0.81983,0.80293,0.30604,0.84519,0,0.78007,0.75422,0.67533,142.77,29.53,158
0.88101,0.88101,0.85458,0.29015,0.88101,0,0.76424,0.71092,0.61622,127.47,27.97,149.5
0.70088,0.63079,0.68687,0.27785,0.70088,0,0.75081,0.71041,0.56465,139.23,25.22,136.05
0.69143,0.66377,0.65686,0.27227,0.69143,0,0.71865,0.67458,0.55326,131.2,23.84,157
0.78144,0.71892,0.74237,0.27112,0.78144,0,0.68279,0.59094,0.5429,127.83,23.34,149.92
0.83201,0.75713,0.77377,0.27028,0.83201,0,0.65518,0.59696,0.54132,119.24,23.11,149.31
0.80485,0.76461,0.77266,0.27066,0.80485,0,0.62939,0.56766,0.53131,111.49,23.28,143.36
0.80597,0.74149,0.78179,0.27334,0.80597,0,0.63632,0.53735,0.5159,119.07,23.74,140
0.81918,0.81918,0.75365,0.27746,0.81918,0,0.64528,0.54167,0.51416,112.06,24.42,140
0.81213,0.73904,0.73092,0.28243,0.81213,0.00014,0.6724,0.58194,0.53802,121.49,28,138.95
0.83012,0.80522,0.76371,0.28411,0.83012,0.02453,0.70064,0.60425,0.58392,130.34,32.89,143
0.81292,0.79666,0.77227,0.29885,0.81292,0.10209,0.74173,0.66606,0.63207,127.89,34,150
0.75051,0.69797,0.743,0.32895,0.75051,0.12519,0.77202,0.64081,0.66106,115.44,33.04,164
0.71765,0.65306,0.65306,0.35684,0.71765,0.14836,0.80061,0.69912,0.65126,106.18,32.93,173.12
0.75502,0.72482,0.73992,0.3686,0.75502,0.18444,0.80182,0.77493,0.64673,102.16,30.97,173.12
0.84563,0.84563,0.80335,0.37097,0.84563,0.1926,0.80069,0.84299,0.64823,88.98,30.37,155
0.89233,0.89233,0.87449,0.36715,0.89233,0.1752,0.80843,0.88283,0.64556,91.69,29.48,158
0.89614,0.83341,0.83341,0.35615,0.89614,0.13228,0.77144,0.84606,0.64131,105.28,29.32,157.47
0.92015,0.84654,0.89255,0.31833,0.92015,0.0488,0.75618,0.75743,0.65717,108.14,30.78,147.58
0.92428,0.83186,0.89656,0.26387,0.92428,0.00025,0.74365,0.75116,0.70404,128.84,36.04,148.12
0.90863,0.81777,0.89954,0.23063,0.90863,0,0.76283,0.80008,0.76408,153.51,60.94,163
0.87232,0.8287,0.87232,0.22269,0.87232,0,0.80884,0.72731,0.78839,160.43,36.03,188.68
0.85644,0.81362,0.77936,0.21658,0.85644,0,0.80965,0.69438,0.75183,151.05,31.4,200.28
0.82267,0.77331,0.81444,0.20733,0.82267,0,0.77137,0.72721,0.70952,140.44,29.96,185
0.72017,0.64816,0.72017,0.19519,0.72017,0,0.74126,0.71822,0.66292,152.56,29.44,164
0.75941,0.72903,0.68347,0.18228,0.75941,0,0.73568,0.69555,0.61623,140.27,29.35,156
0.78716,0.70844,0.76354,0.17173,0.78716,0,0.72651,0.62174,0.56665,137.69,32.33,145.03
0.7426,0.71289,0.69062,0.17021,0.7426,0,0.6978,0.70169,0.55623,126.35,33.53,161
0.6968,0.655,0.68984,0.17296,0.6968,0,0.67106,0.69385,0.54426,120,35.08,161.33
0.83114,0.78959,0.76465,0.17647,0.83114,0,0.64329,0.56821,0.52846,109.85,35.49,156
0.88352,0.81284,0.88352,0.18167,0.88352,0,0.63107,0.5486,0.51953,105.93,35.98,149.85
0.85778,0.78916,0.84062,0.18579,0.85778,0,0.64804,0.5457,0.5086,106.37,40.06,146.64
0.90279,0.81251,0.8757,0.18694,0.90279,0,0.64136,0.50357,0.50257,107.04,49.88,143.35
0.93744,0.89994,0.87182,0.18648,0.93744,0.0002,0.66117,0.53274,0.52666,109.54,61.43,134.4
0.94797,0.93849,0.90057,0.1848,0.94797,0.03884,0.68098,0.58435,0.53915,123.12,99.94,136.44
0.94616,0.92723,0.89885,0.19481,0.94616,0.12652,0.70563,0.63302,0.5688,123.85,92.87,135.37
0.95564,0.88874,0.86007,0.21872,0.95564,0.14649,0.74217,0.67822,0.58247,97.13,97.34,150
0.95823,0.92948,0.95823,0.23804,0.95823,0.1069,0.77207,0.64019,0.58019,92.67,92.94,160.65
0.95979,0.88301,0.8926,0.23797,0.95979,0.07774,0.76974,0.6238,0.59165,84.78,84.44,160.15
0.95871,0.92995,0.90118,0.22544,0.95871,0.05904,0.76271,0.61318,0.61175,55.13,55,146.92
0.95968,0.89251,0.95968,0.21543,0.95968,0.05382,0.74083,0.70917,0.61543,55.24,55.28,160
0.94617,0.85155,0.8894,0.19977,0.94617,0.04286,0.7166,0.69126,0.62487,84.9,85.04,167
0.87818,0.79036,0.86062,0.18075,0.87818,0.01705,0.70579,0.64792,0.65961,98.92,98.92,157.34
0.61875,0.60638,0.56925,0.14836,0.61875,0.00003,0.69003,0.63646,0.72839,129.9,129.9,144.83
0.47705,0.45319,0.47228,0.13407,0.47705,0,0.7231,0.63159,0.798,153.7,153.7,166.88
0.56396,0.53012,0.55268,0.13545,0.56396,0,0.79808,0.65489,0.82771,156.91,156.91,201.22
0.56732,0.53895,0.5503,0.13888,0.56732,0,0.80705,0.61845,0.7977,153.64,153.64,212.28
0.72819,0.71362,0.7209,0.14171,0.72819,0,0.78022,0.58978,0.74398,141.64,141.64,200
0.76229,0.70893,0.7318,0.14439,0.76229,0,0.75482,0.5701,0.68923,138.29,138.29,174.29
0.85167,0.78354,0.78354,0.14248,0.85167,0,0.74261,0.54319,0.62192,132.98,132.98,160
0.8931,0.83058,0.8663,0.13659,0.8931,0,0.72685,0.52662,0.58067,122.83,122.83,143.3
0.78457,0.73749,0.7218,0.13575,0.78457,0,0.69009,0.53101,0.57689,133.07,132.91,149.67
0.76866,0.70716,0.7456,0.13438,0.76866,0,0.6802,0.51465,0.56807,132.95,132.9,146.64
0.82048,0.77125,0.79587,0.13361,0.82048,0,0.65248,0.51173,0.54712,125.03,125.03,152.25
0.65249,0.64597,0.60682,0.13575,0.65249,0,0.64383,0.51686,0.53757,120.07,120.07,149.67
0.5861,0.58024,0.56266,0.13919,0.5861,0,0.65335,0.52848,0.52705,139.83,139.83,149.67
0.75163,0.69901,0.72908,0.1424,0.75163,0,0.70242,0.5569,0.5605,163.06,164.23,149.67
0.76952,0.70796,0.71566,0.14332,0.76952,0.00013,0.77986,0.65093,0.65264,186.66,186.66,154.44
0.75992,0.72192,0.75232,0.14675,0.75992,0.02371,0.84416,0.72792,0.747,193.63,186.95,177
0.90221,0.86613,0.89319,0.15539,0.90221,0.08812,0.87564,0.75158,0.78892,174.61,160.09,195
0.94539,0.85085,0.8603,0.16952,0.94539,0.08421,0.8939,0.75645,0.79956,149.21,148.27,195
0.9119,0.83895,0.84807,0.18571,0.9119,0.07866,0.90819,0.76331,0.78009,114,132.61,194.95
0.84339,0.78435,0.80122,0.18739,0.84339,0.06622,0.89953,0.77023,0.77309,134.84,135.27,179.67
0.92123,0.87517,0.86595,0.19412,0.92123,0.04796,0.87201,0.76461,0.77601,133.2,132.27,160
0.93597,0.87981,0.92661,0.19343,0.93597,0.03082,0.85724,0.75197,0.77405,129.86,131.51,159
0.93716,0.84345,0.93716,0.18976,0.93716,0.04469,0.84029,0.70851,0.77404,130.23,132.2,160
0.89026,0.80123,0.87245,0.17823,0.89026,0.02509,0.82568,0.66347,0.79465,142.39,153.45,164
0.83411,0.81742,0.82577,0.1602,0.83411,0.00063,0.81699,0.65835,0.83477,166.35,170.69,181.3
0.79776,0.72596,0.79776,0.14966,0.79776,0,0.85269,0.6981,0.87249,189.88,190.01,211.28
0.79592,0.79592,0.71633,0.15088,0.79592,0,0.90315,0.70594,0.8945,196.64,197.49,251.48
0.70925,0.70215,0.70925,0.15019,0.70925,0,0.90543,0.66837,0.86817,174.49,174.49,275
0.59034,0.57854,0.57854,0.14629,0.59034,0,0.87221,0.63483,0.80955,160.3,160.3,252
0.4753,0.4658,0.45154,0.13911,0.4753,0,0.82644,0.60571,0.75346,153.46,153.46,220
0.57353,0.56779,0.52764,0.1285,0.57353,0,0.82084,0.57309,0.69636,149.46,149.46,186
0.66742,0.62737,0.64072,0.11253,0.66742,0,0.79965,0.54596,0.63428,134,134,156.37
0.76569,0.74272,0.68912,0.10283,0.76569,0,0.7564,0.53702,0.62679,129.29,124.82,196.96
0.91791,0.85365,0.88119,0.09847,0.91791,0,0.71572,0.54529,0.6208,130.87,123.83,177.37
0.91933,0.84579,0.88256,0.09878,0.91933,0,0.69289,0.54045,0.60141,129.45,124.59,172.53
0.89962,0.88163,0.80966,0.10504,0.89962,0,0.68526,0.53209,0.59975,130.66,126.25,170.83
0.92315,0.8493,0.8493,0.11566,0.92315,0,0.69184,0.53428,0.62845,137.22,141.41,170.83
0.9469,0.90902,0.92796,0.12429,0.9469,0,0.72986,0.56642,0.66936,162.31,162.47,170.16
0.95853,0.90102,0.92977,0.13071,0.95853,0.0007,0.80514,0.65586,0.74587,177.86,177.99,171.66
0.95839,0.91047,0.8913,0.13919,0.95839,0.04521,0.8733,0.72899,0.80351,192.24,186.04,193.25
0.94881,0.8824,0.85393,0.15172,0.94881,0.15631,0.89363,0.744,0.80687,183.74,160.31,255
0.951,0.94149,0.91296,0.17953,0.951,0.26834,0.90644,0.74325,0.81304,159.37,130.38,252.9
