OWPP1,OWPP2,OWPP3,OWPP4,OWPP5,SF,L1,L2,L3,G1,G2,G3
OS_AC1,OS_AC3,OS_AC5,OS_AC7,OS_AC8,nAC4,nAC6,nAC9,nAC12,nAC3,nAC9,nAC12
65,90,85,30,35,25,50,40,50,,,
WPP,WPP,WPP,WPP,WPP,SF,Load,Load,Load,Slack,Slack,Slack
-0.00267,-0.00267,-0.00245,0.32258,-0.00267,0.3751,0.75795,0.67372,0.53572,87.9,87.9,137.73
-0.00298,-0.00283,-0.00286,0.34169,-0.00298,0.37335,0.76289,0.70159,0.52,83.19,81.4,115
-0.00278,-0.00278,-0.00261,0.35645,-0.00278,0.51127,0.76161,0.71723,0.50796,83.58,74.92,110
-0.0032,-0.0031,-0.00301,0.36923,-0.0032,0.62083,0.75119,0.71209,0.50126,84.72,60.2,104
-0.00214,-0.00195,-0.00199,0.37641,-0.00214,0.67,0.73648,0.71891,0.49654,58.72,53,100.91
0.00233,0.00214,0.00217,0.37687,0.00233,0.60312,0.73322,0.70639,0.48899,71.34,55.75,104.77
0.01344,0.0121,0.0121,0.37144,0.01344,0.49159,0.72532,0.67599,0.49447,68.63,64.55,102.27
0.05401,0.04969,0.04915,0.3573,0.05401,0.35636,0.72763,0.67833,0.52608,84.79,81.52,105.36
0.05971,0.05672,0.05493,0.3368,0.05971,0.21911,0.73417,0.69576,0.56074,97,94.67,129
0.06245,0.06183,0.06058,0.30078,0.06245,0.10358,0.74091,0.66813,0.57868,109.8,106.8,134.62
0.08026,0.07705,0.07865,0.24373,0.08026,0.02698,0.74595,0.61441,0.5898,118.02,115.16,145.95
0.10434,0.09391,0.1033,0.18783,0.10434,0.00021,0.72437,0.58305,0.59327,126.78,82.53,149.68
0.19849,0.18856,0.1965,0.16351,0.19849,0,0.70283,0.56442,0.58154,129.53,75.69,150.96
0.29138,0.2739,0.28555,0.15892,0.29138,0,0.69719,0.54778,0.55339,118.26,72.81,154.19
0.35226,0.33817,0.33817,0.15326,0.35226,0,0.66788,0.52016,0.50551,114.13,74.85,123
0.35642,0.32077,0.32434,0.13995,0.35642,0,0.62173,0.49697,0.46546,97.65,74.33,135
0.28782,0.27631,0.2648,0.1333,0.28782,0,0.59944,0.48227,0.44624,92.33,69.08,119.7
0.20315,0.19502,0.1869,0.1284,0.20315,0,0.57323,0.47919,0.44085,91.39,65.1,103.4
0.08162,0.07509,0.07672,0.12229,0.08162,0,0.56944,0.47517,0.43251,88.26,67.86,99.39
0.07135,0.06849,0.06635,0.11739,0.07135,0.01033,0.58205,0.46817,0.42523,91.29,72.47,92.99
0.06414,0.06093,0.05901,0.11754,0.06414,0.05716,0.59967,0.48052,0.46114,115.29,101.99,92.99
0.09054,0.08511,0.09054,0.12641,0.09054,0.13027,0.65308,0.56085,0.49013,130,89.98,98.45
0.07409,0.06742,0.07335,0.14714,0.07409,0.22912,0.71245,0.61752,0.54566,127.03,90.53,117.63
0.07236,0.06657,0.06657,0.17651,0.07236,0.37218,0.74344,0.66907,0.58921,102.24,77.8,118.08
0.06621,0.06025,0.06422,0.21367,0.06621,0.51475,0.77021,0.69925,0.613,90,79.62,111
0.05713,0.05541,0.05484,0.24503,0.05713,0.65043,0.77455,0.70155,0.60653,90.16,78.35,109.5
0.06888,0.06612,0.06819,0.26828,0.06888,0.72389,0.77482,0.69363,0.59904,89.1,70.71,99.9
0.11529,0.11413,0.11298,0.29053,0.11529,0.73705,0.75904,0.68858,0.60051,92.8,65.02,99
0.09129,0.08672,0.09037,0.30499,0.09129,0.70524,0.75322,0.70105,0.59547,90.41,68.12,95.18
0.05936,0.05936,0.05698,0.30766,0.05936,0.63363,0.75234,0.69347,0.58574,83.86,76.08,92.75
0.06766,0.06293,0.06699,0.30567,0.06766,0.51517,0.75198,0.66928,0.59205,89.05,76.36,93.19
0.09125,0.09033,0.08303,0.29581,0.09125,0.37787,0.7376,0.67849,0.61694,96.4,80.78,97.92
0.10199,0.09485,0.09485,0.28885,0.10199,0.2344,0.74516,0.69711,0.63985,113.57,91.78,108.32
0.11723,0.11019,0.11137,0.28334,0.11723,0.1128,0.75159,0.67432,0.6209,130.46,104.63,117
0.12545,0.11792,0.11541,0.27799,0.12545,0.03226,0.74398,0.60518,0.62206,134.57,95.79,136.76
0.0956,0.09082,0.0956,0.26537,0.0956,0.00047,0.71212,0.57568,0.61217,128.92,115.29,146.13
0.05472,0.05144,0.05199,0.25023,0.05472,0,0.69923,0.55677,0.60305,125.06,122.06,142.79
0.04936,0.04541,0.04837,0.24205,0.04936,0,0.69837,0.53848,0.59683,116.16,113.38,140.15
0.03641,0.03422,0.03422,0.22866,0.03641,0,0.67508,0.51686,0.53303,98.01,81.81,130.57
0.01875,0.01818,0.01706,0.20832,0.01875,0,0.63604,0.49473,0.50357,90.57,76.52,109.48
0.01653,0.01504,0.01504,0.19402,0.01653,0,0.61757,0.47974,0.48537,87.05,74.44,100.24
0.00696,0.00626,0.00668,0.1749,0.00696,0,0.60083,0.47109,0.46815,86.22,74.14,97
0.00178,0.00177,0.00178,0.158,0.00178,0,0.59384,0.4601,0.45641,86.66,74.4,95.89
0.00201,0.00191,0.00191,0.14056,0.00201,0.00842,0.59483,0.45517,0.45208,92.18,92.12,95.58
0.00035,0.00033,0.00031,0.12634,0.00035,0.07063,0.61404,0.4678,0.473,104.16,116.03,97.97
0.00023,0.00023,0.00021,0.11961,0.00023,0.16623,0.65931,0.52788,0.51349,122.05,131.5,105.27
0.01236,0.01211,0.01186,0.11976,0.01236,0.27219,0.7183,0.59602,0.56759,124.69,127.92,117.58
0.01938,0.01763,0.01918,0.12473,0.01938,0.38009,0.76578,0.63151,0.62089,113.63,113.65,140
0.02297,0.02228,0.02228,0.13032,0.02297,0.45727,0.7888,0.6472,0.63986,101.89,101.89,136.09
0.03832,0.03487,0.03832,0.13697,0.03832,0.49173,0.79027,0.6663,0.64233,99.3,99.3,131.6
0.05561,0.05506,0.05061,0.1492,0.05561,0.48685,0.79427,0.6708,0.63272,101.18,101.18,120
0.11255,0.1103,0.11143,0.16243,0.11255,0.47319,0.78253,0.66116,0.62817,97.42,97.42,114
0.11844,0.11251,0.11725,0.17322,0.11844,0.44794,0.78953,0.67262,0.61211,95.59,95.59,108.6
0.1127,0.10143,0.10255,0.17368,0.1127,0.4584,0.75896,0.65512,0.59903,95.39,95.39,104.8
0.09462,0.09462,0.08989,0.17368,0.09462,0.44948,0.74687,0.63522,0.60272,97.6,97.6,103.17
0.13592,0.12912,0.12233,0.17001,0.13592,0.36014,0.74538,0.62407,0.62858,107.08,107.08,106
0.15693,0.14281,0.14594,0.16641,0.15693,0.22734,0.76144,0.63995,0.64013,125.64,128.92,117.06
0.18471,0.16994,0.16809,0.15846,0.18471,0.11084,0.7627,0.62026,0.63556,146.5,155.18,130
0.14677,0.14384,0.1321,0.14867,0.14677,0.03038,0.74259,0.5999,0.64238,146.02,167.62,142
0.17442,0.16745,0.16047,0.13544,0.17442,0.00047,0.71116,0.56955,0.62759,141.48,159.1,144.8
0.184,0.17664,0.17296,0.12993,0.184,0,0.69575,0.55235,0.60327,133.72,140,140.46
0.22261,0.21816,0.20258,0.13016,0.22261,0,0.70048,0.5358,0.57443,121.1,121.1,136.4
0.27988,0.25749,0.25189,0.13322,0.27988,0,0.6742,0.50802,0.50578,119.46,119.46,120.77
0.20381,0.19362,0.18546,0.12947,0.20381,0,0.62994,0.48657,0.47634,110.06,110.06,116.08
0.3094,0.28774,0.27846,0.12695,0.3094,0,0.60418,0.47799,0.46391,101.72,101.72,109
0.45823,0.4399,0.42157,0.12565,0.45823,0,0.59484,0.47547,0.46062,97.83,98.08,103
0.43683,0.39751,0.41935,0.12389,0.43683,0,0.58992,0.47089,0.4648,98.39,99.92,98.46
0.42716,0.41861,0.42716,0.12083,0.42716,0.00837,0.58907,0.46449,0.46659,102.91,104.52,96.92
0.55312,0.54206,0.53653,0.11808,0.55312,0.05155,0.59805,0.47629,0.47573,117.58,121.81,97.78
0.71141,0.66161,0.66872,0.12129,0.71141,0.11881,0.65444,0.53689,0.52311,129.92,130.55,103.44
0.81278,0.74775,0.78839,0.13238,0.81278,0.20721,0.71563,0.61381,0.56129,130.31,130.31,120
0.78512,0.76942,0.73016,0.15211,0.78512,0.2456,0.75282,0.64668,0.59444,116.39,116.39,145
0.68283,0.66235,0.67601,0.17567,0.68283,0.31756,0.76738,0.65664,0.58545,105.95,105.95,141.67
0.52054,0.47369,0.50492,0.19425,0.52054,0.3672,0.78275,0.677,0.55945,98.6,98.6,124.04
0.61419,0.61419,0.60191,0.211,0.61419,0.40926,0.79096,0.68182,0.54865,96.99,99.99,113
0.82661,0.76875,0.81835,0.22591,0.82661,0.48113,0.77463,0.67496,0.53875,96.12,98.24,111.95
0.8318,0.82349,0.82349,0.23623,0.8318,0.51144,0.77003,0.68308,0.52011,98.6,98.6,103.65
0.93035,0.83731,0.85592,0.23753,0.93035,0.48797,0.76815,0.6703,0.49969,100,100,100.92
0.91768,0.83509,0.8718,0.2383,0.91768,0.42524,0.75976,0.65398,0.50436,101.12,101.12,99.44
0.90213,0.83898,0.84801,0.24296,0.90213,0.31336,0.75391,0.63924,0.51907,112.03,112.03,103
0.94281,0.94281,0.87682,0.23815,0.94281,0.16105,0.75364,0.65448,0.55221,124.04,131.26,110
0.94887,0.86347,0.92989,0.2201,0.94887,0.06573,0.74702,0.63598,0.58333,129.79,166.25,122.4
0.94132,0.89425,0.89425,0.18989,0.94132,0.01476,0.73075,0.60366,0.60848,142.57,171.58,138.06
0.95434,0.93526,0.85891,0.15968,0.95434,0.0001,0.71244,0.57698,0.61555,136.65,154.73,143.5
0.90341,0.8221,0.83113,0.15509,0.90341,0,0.68658,0.56004,0.59627,132.13,141.81,144
0.57446,0.56872,0.52851,0.16266,0.57446,0,0.69272,0.53747,0.56121,116.45,121.11,136.2
0.95031,0.86478,0.89329,0.17016,0.95031,0,0.663,0.51255,0.51231,115.28,115.53,120.29
0.82387,0.80739,0.81563,0.17987,0.82387,0,0.62985,0.485,0.48251,103.4,103.4,118.19
0.50326,0.47306,0.46803,0.18928,0.50326,0,0.60581,0.47844,0.46013,96.58,96.55,113.23
0.21774,0.20033,0.21774,0.18989,0.21774,0,0.59231,0.47821,0.44812,90.62,96.34,105
0.10076,0.09875,0.09069,0.18607,0.10076,0,0.58114,0.47105,0.43984,88.79,94.75,101.81
0.01848,0.01848,0.01682,0.18354,0.01848,0.00183,0.59027,0.4649,0.43593,95.03,105.34,97.19
0.00611,0.00568,0.00611,0.18354,0.00611,0.01836,0.61086,0.47197,0.44569,107.46,123.71,95
0.0003,0.0003,0.00027,0.18798,0.0003,0.04024,0.65626,0.52672,0.49269,126.82,135.64,99
0.01053,0.00979,0.01032,0.20174,0.01053,0.07034,0.70777,0.59535,0.5305,125.78,132.92,113
0.02281,0.02258,0.02053,0.22515,0.02281,0.11643,0.73821,0.63064,0.57512,111.84,123.28,131
0.10155,0.09342,0.09951,0.26292,0.10155,0.20173,0.74579,0.6415,0.58629,105.7,107.22,134.19
0.27688,0.26581,0.26581,0.28686,0.27688,0.32663,0.75664,0.66065,0.56894,98.66,100.76,121.66
0.35417,0.35417,0.32938,0.30216,0.35417,0.45696,0.76846,0.66063,0.5597,99.5,98.44,111.65
0.35468,0.34049,0.33695,0.31745,0.35468,0.53059,0.76589,0.63936,0.56919,91.52,86.27,108.99
0.29141,0.27976,0.29141,0.33366,0.29141,0.52978,0.7559,0.62677,0.56376,88.46,83.15,106.6
0.29726,0.2824,0.26753,0.33604,0.29726,0.49648,0.74692,0.60259,0.55631,75.4,76.94,94.47
0.35978,0.34179,0.35978,0.33634,0.35978,0.42782,0.73246,0.58449,0.55946,78.77,77.36,88.76
0.41028,0.38976,0.37745,0.32862,0.41028,0.32817,0.7184,0.57788,0.58612,77.53,84.31,85
0.51631,0.475,0.50598,0.31837,0.51631,0.20558,0.71621,0.59014,0.60261,95.3,107.09,90.45
0.51921,0.47248,0.47767,0.3069,0.51921,0.1044,0.70356,0.57275,0.61718,112.17,115.13,101.96
0.52686,0.52686,0.49525,0.29742,0.52686,0.02785,0.69134,0.53764,0.60874,124.58,131.52,104.47
0.6653,0.59877,0.63203,0.29107,0.6653,0.0005,0.68001,0.51086,0.5897,122,130.74,110
0.74326,0.71353,0.71353,0.29405,0.74326,0,0.65964,0.4921,0.54986,116.73,122.39,104
0.71486,0.67912,0.70771,0.30437,0.71486,0,0.66659,0.47981,0.52094,109.47,109.47,102
0.80531,0.75699,0.74894,0.31661,0.80531,0,0.64027,0.45899,0.46802,94.41,109.74,94.95
0.8701,0.8005,0.8353,0.3176,0.8701,0,0.62424,0.43782,0.42569,81.17,99.5,101
0.94629,0.88952,0.93683,0.32877,0.94629,0,0.59879,0.42565,0.42842,68.09,85.48,91
0.90414,0.81373,0.8951,0.34116,0.90414,0,0.57402,0.41469,0.43967,43.7,79.96,80.52
0.88984,0.88094,0.84535,0.34995,0.88984,0,0.56027,0.41002,0.4354,31.09,67.3,70
0.92543,0.8699,0.85139,0.35187,0.92543,0.00663,0.55718,0.41168,0.42674,24.74,53.64,60.83
0.92944,0.86438,0.89227,0.35837,0.92944,0.0546,0.55862,0.41974,0.41113,36.1,54.27,57.4
0.92942,0.92942,0.83648,0.37771,0.92942,0.13951,0.56117,0.43237,0.41487,32.1,55.12,55
0.943,0.87699,0.943,0.41006,0.943,0.25656,0.58079,0.44945,0.43468,69.09,76.09,59.6
0.80708,0.75866,0.75866,0.45679,0.80708,0.38151,0.61697,0.48947,0.44956,57.35,64.9,65.28
0.81549,0.7584,0.76656,0.50405,0.81549,0.43054,0.65384,0.51009,0.46727,43.86,43.79,62.82
0.83887,0.75498,0.77176,0.53074,0.83887,0.46793,0.67383,0.52812,0.47157,24.61,24.61,50.68
0.85777,0.84061,0.85777,0.56057,0.85777,0.47318,0.67627,0.5387,0.471,16.83,16.83,38.76
0.84056,0.79853,0.80694,0.59559,0.84056,0.45726,0.67406,0.55046,0.45105,4.43,4.43,26.09
0.78203,0.74293,0.74293,0.6255,0.78203,0.41893,0.65039,0.56332,0.44231,0.07,0.07,13
0.59252,0.53327,0.56882,0.63154,0.59252,0.36688,0.61671,0.56653,0.44457,0.43,0.99,2.87
0.50128,0.49627,0.49125,0.63368,0.50128,0.31964,0.58927,0.55489,0.44634,5.53,12.67,1
0.46755,0.43015,0.4582,0.62825,0.46755,0.23617,0.59716,0.53834,0.46143,25.48,52.4,8
0.4065,0.36991,0.3943,0.60775,0.4065,0.15225,0.61607,0.53839,0.48269,46.62,67.88,30
0.33399,0.31729,0.31729,0.57785,0.33399,0.07168,0.63656,0.55575,0.49251,71.56,67.27,57.61
0.51611,0.47998,0.50579,0.5205,0.51611,0.02033,0.6276,0.49523,0.50953,84.3,55.87,80.08
0.6123,0.5878,0.6123,0.46329,0.6123,0.00021,0.61345,0.47052,0.51544,92.05,55.57,91
0.5772,0.57143,0.51948,0.42765,0.5772,0,0.60825,0.45356,0.51175,93.32,55.12,102
0.76723,0.70585,0.7212,0.40991,0.76723,0,0.61995,0.44391,0.49759,89.86,45.34,114.89
0.76653,0.7512,0.7512,0.40242,0.76653,0,0.59519,0.45758,0.46789,16.45,16.45,146
0.77057,0.75516,0.76286,0.39163,0.77057,0,0.56206,0.42432,0.45656,3.17,3.17,134.3
0.78102,0.71073,0.77321,0.39584,0.78102,0,0.53336,0.402,0.45226,0.01,0.01,120
0.77946,0.75608,0.70931,0.39691,0.77946,0,0.52532,0.39514,0.4065,0,0,99
0.78459,0.73751,0.73751,0.39783,0.78459,0,0.52949,0.38276,0.40386,-0.03,-0.03,80
0.81958,0.81138,0.7786,0.39072,0.81958,0.00908,0.52177,0.37712,0.38615,-0.05,-0.05,80
0.87235,0.78512,0.87235,0.38422,0.87235,0.0608,0.51209,0.37474,0.37823,-0.05,-0.05,80.55
0.85193,0.82637,0.7923,0.40685,0.85193,0.14295,0.52682,0.38823,0.38207,-0.49,-0.5,80
0.94539,0.89812,0.85085,0.44318,0.94539,0.23432,0.5347,0.43546,0.38984,-2.9,-2.95,75.15
0.9277,0.89987,0.85348,0.48325,0.9277,0.32405,0.55414,0.5176,0.39348,-13.7,-5.03,80.82
0.64219,0.62935,0.59082,0.51797,0.64219,0.41353,0.59033,0.63214,0.40657,-23.07,-4.24,87
0.30257,0.29652,0.30257,0.52593,0.30257,0.48359,0.59488,0.70618,0.41789,-6.46,-3.07,72.21
0.25032,0.23781,0.2303,0.53503,0.25032,0.49978,0.60517,0.74817,0.42766,0,-2.5,68.6
0.2803,0.2747,0.2803,0.5465,0.2803,0.45285,0.61264,0.79359,0.42285,-17,-4.21,46.55
0.25837,0.24287,0.24287,0.55766,0.25837,0.3891,0.61291,0.80535,0.4088,-100,-6.62,35
0.26649,0.23984,0.25316,0.56791,0.26649,0.34739,0.59816,0.83292,0.41104,-120,-6.09,1.67
0.1309,0.12174,0.1309,0.56615,0.1309,0.3255,0.59105,0.80912,0.41356,-100,-4.29,1
0.20699,0.20492,0.19664,0.55751,0.20699,0.23213,0.59326,0.76108,0.43162,-32.74,-1.07,1
0.27926,0.25412,0.25692,0.54612,0.27926,0.14634,0.60626,0.72952,0.4752,-3.86,0,12.96
0.16323,0.15507,0.1616,0.5234,0.16323,0.07604,0.622,0.63214,0.49725,7.94,4.97,46.55
0.33209,0.31549,0.30885,0.47071,0.33209,0.02225,0.62676,0.54307,0.50935,69.8,28.47,74.59
0.38465,0.36157,0.34618,0.40272,0.38465,0.00033,0.63331,0.5098,0.51334,85.7,28.28,115.47
0.24862,0.2337,0.2337,0.36173,0.24862,0,0.61541,0.49171,0.50709,94.9,21.33,146
0.22791,0.21423,0.22107,0.34842,0.22791,0,0.61681,0.53222,0.49014,86.08,16.83,205
0.1702,0.15318,0.1702,0.34307,0.1702,0,0.5927,0.47531,0.48634,66,21.5,237
0.1588,0.15404,0.14928,0.33856,0.1588,0,0.57809,0.44268,0.46294,43.5,19.97,164.68
0.22698,0.20428,0.2179,0.34659,0.22698,0,0.56759,0.43,0.45762,24.09,17.74,126.1
0.45427,0.41338,0.42701,0.35095,0.45427,0,0.56005,0.42786,0.4595,10.26,9.93,126.9
0.35624,0.34199,0.35268,0.35225,0.35624,0,0.56613,0.43696,0.44984,15.8,9.91,127.9
0.22601,0.21019,0.21923,0.34407,0.22601,0.00286,0.55508,0.44411,0.44815,54,17.97,120.89
0.21482,0.21482,0.20622,0.34185,0.21482,0.02543,0.57421,0.45325,0.45599,86,39.94,106.13
0.28708,0.26698,0.26411,0.36051,0.28708,0.06462,0.63424,0.50253,0.4637,110.89,55.3,98.57
0.32967,0.31319,0.31319,0.39576,0.32967,0.10814,0.66173,0.57618,0.49212,104.91,57.66,117.14
0.37085,0.34489,0.35601,0.44104,0.37085,0.14847,0.69852,0.61842,0.51903,68.53,41.66,139
0.31312,0.30685,0.28494,0.48516,0.31312,0.19178,0.73942,0.64504,0.52116,27.86,21.06,170.77
0.25018,0.24517,0.24017,0.50092,0.25018,0.21051,0.76282,0.679,0.51825,40.73,17.35,160
0.17744,0.16857,0.17744,0.51514,0.17744,0.2513,0.75684,0.68527,0.51925,0,13.01,116.3
0.1858,0.18208,0.18394,0.52745,0.1858,0.31082,0.74401,0.72724,0.53066,11.04,10.01,99
0.25891,0.24338,0.25373,0.54451,0.25891,0.2911,0.75701,0.7783,0.51368,-4.99,11.09,92.94
0.43958,0.4176,0.43079,0.55499,0.43958,0.18333,0.74484,0.74351,0.49742,-1.04,9.99,91.7
0.50389,0.48878,0.50389,0.56279,0.50389,0.12367,0.73331,0.69546,0.48383,4.8,17.11,70.6
0.59168,0.5621,0.58577,0.56852,0.59168,0.07794,0.72158,0.6626,0.50966,42.37,21.96,70
0.72484,0.71759,0.72484,0.56508,0.72484,0.04579,0.73304,0.6548,0.53234,90.09,52.5,91.9
0.75035,0.68282,0.70533,0.53678,0.75035,0.02056,0.73031,0.62917,0.55298,116.83,56.6,108.3
0.73546,0.66191,0.66191,0.47392,0.73546,0.00426,0.71522,0.58693,0.56613,124.97,53.88,124.28
0.81481,0.79037,0.73333,0.41091,0.81481,0.00008,0.68307,0.55381,0.55568,128.36,51.17,129.35
0.90277,0.85763,0.8125,0.36915,0.90277,0,0.65823,0.52885,0.5399,121.52,45.37,141.97
0.92999,0.90209,0.85559,0.34751,0.92999,0,0.6579,0.51808,0.52388,114.7,36.95,153.61
0.93436,0.89698,0.85026,0.33466,0.93436,0,0.63329,0.49022,0.49542,97.22,22.7,147.77
0.94993,0.87394,0.88344,0.31913,0.94993,0,0.60892,0.45533,0.47971,81.88,21.53,110.66
0.94702,0.87126,0.8902,0.31325,0.94702,0,0.59523,0.44241,0.47798,71.75,20,100.09
0.91793,0.87204,0.91793,0.30414,0.91793,0,0.58125,0.44827,0.46212,65.77,19.8,92.34
0.9226,0.84879,0.90415,0.28847,0.9226,0,0.58002,0.45034,0.46274,70.56,21.67,91.3
0.91485,0.89655,0.8874,0.27065,0.91485,0.00805,0.59142,0.4444,0.46948,85.49,24.95,91.3
0.91039,0.85577,0.90129,0.2539,0.91039,0.04834,0.60876,0.46372,0.48697,113.77,46.99,92.34
0.87736,0.7984,0.85104,0.24648,0.87736,0.11387,0.65476,0.5259,0.52463,119.97,64.93,104.61
0.92473,0.8785,0.90624,0.24113,0.92473,0.20514,0.6904,0.60196,0.54796,113.29,64.91,118.97
0.95974,0.95974,0.93095,0.24052,0.95974,0.31242,0.73243,0.63277,0.57503,123.93,61.99,127
0.96227,0.94303,0.96227,0.23425,0.96227,0.44045,0.7581,0.65108,0.58375,118.57,37.15,127.02
0.90008,0.86408,0.87308,0.21459,0.90008,0.52651,0.76534,0.68266,0.58242,77.63,10.08,126.96
0.61197,0.55689,0.60585,0.20098,0.61197,0.56602,0.77785,0.71194,0.58528,100,1.61,125
0.45782,0.43493,0.45324,0.19058,0.45782,0.57086,0.77056,0.73819,0.58376,64.17,1.55,120.15
0.42759,0.41476,0.41048,0.18454,0.42759,0.53027,0.77219,0.74344,0.58025,57.62,9.91,121.03
0.41285,0.4046,0.40047,0.17834,0.41285,0.49103,0.7666,0.72529,0.59056,51.61,39.22,116.28
0.39112,0.37547,0.36765,0.1723,0.39112,0.41922,0.73853,0.6613,0.59914,84.29,51.24,106.32
0.22402,0.21953,0.20385,0.16328,0.22402,0.3154,0.73511,0.64069,0.62294,93.68,53.76,98.61
0.13764,0.13076,0.13489,0.15525,0.13764,0.20786,0.74807,0.65249,0.63625,116.75,55.06,109.96
0.05757,0.05354,0.05181,0.14691,0.05757,0.10586,0.74861,0.63135,0.64561,137.05,63,127.62
0.03292,0.03292,0.03095,0.13047,0.03292,0.02979,0.7312,0.59503,0.64007,154.62,100.22,141.64
0.01192,0.01073,0.01073,0.11196,0.01192,0.0008,0.70374,0.56127,0.62788,156.78,150.24,148
0.01053,0.01021,0.00989,0.10133,0.01053,0,0.67817,0.53129,0.58854,142.5,144.6,148
0.04007,0.03887,0.03607,0.10179,0.04007,0,0.68105,0.51118,0.5455,124.09,124.09,155
0.00655,0.00602,0.00609,0.10921,0.00655,0,0.63644,0.48505,0.48986,115.54,122.94,132.51
0.0001,0.00009,0.00009,0.12259,0.0001,0,0.59927,0.45682,0.45385,99.98,108.75,127.78
-0.0028,-0.00264,-0.00255,0.14049,-0.0028,0,0.60111,0.44229,0.43095,92.51,94.56,110.88
0,0,0,0.15938,0,0,0.56517,0.43587,0.42503,72.85,86.81,98.68
0,0,0,0.17467,0,0,0.52439,0.43549,0.41867,67.87,67.3,90.04
0.0002,0.0002,0.0002,0.18025,0.0002,0.00322,0.54375,0.4343,0.40998,68.59,67.87,88.16
0.00317,0.0031,0.00314,0.18461,0.00317,0.01691,0.57928,0.44728,0.41134,76.39,76.64,88.22
0.0363,0.03594,0.03485,0.19586,0.0363,0.03942,0.6313,0.50441,0.47548,93.02,92.59,93.24
0.13904,0.13208,0.13626,0.20465,0.13904,0.07073,0.68665,0.5801,0.54836,98.35,98.35,108.21
0.18857,0.18103,0.18103,0.21819,0.18857,0.1221,0.71823,0.61977,0.57389,82.4,82.4,118.72
0.3127,0.29081,0.29706,0.23463,0.3127,0.20335,0.73285,0.63856,0.56323,73.44,62.12,129.17
0.46065,0.43762,0.42841,0.24472,0.46065,0.24864,0.74552,0.6683,0.54383,39.82,49.52,115.32
0.31544,0.29967,0.30282,0.25191,0.31544,0.25994,0.75053,0.69394,0.53862,18.58,45.83,109.89
0.19568,0.18785,0.18785,0.26522,0.19568,0.26821,0.74193,0.75461,0.53757,19.42,45,105
0.24293,0.22107,0.23564,0.27753,0.24293,0.25555,0.73867,0.77189,0.5308,21.68,43.14,107
0.27985,0.26865,0.27985,0.2851,0.27985,0.27066,0.71766,0.77272,0.51512,40.64,41.45,96.09
0.27778,0.26389,0.25555,0.28862,0.27778,0.25784,0.70866,0.70986,0.50946,22,39.22,89.54
0.26419,0.26419,0.26154,0.28571,0.26419,0.17636,0.70798,0.66497,0.53427,60.33,47.6,89.55
0.19874,0.17887,0.1888,0.27478,0.19874,0.10627,0.72222,0.67362,0.57278,94.94,58.93,91
0.23473,0.21126,0.22065,0.25627,0.23473,0.0521,0.72855,0.62113,0.58746,105.3,67.38,97.39
0.21697,0.19528,0.21263,0.2227,0.21697,0.01211,0.7131,0.58222,0.6008,118.67,62.5,107.29
0.21243,0.19119,0.19544,0.1879,0.21243,0.0001,0.70193,0.55366,0.59615,123.08,55.96,129
0.21117,0.20695,0.20272,0.17322,0.21117,0,0.6644,0.53103,0.58149,122.03,51.95,134
0.24387,0.24387,0.24143,0.16328,0.24387,0,0.66751,0.51343,0.54987,114.95,46.03,132.11
0.24459,0.22257,0.22746,0.1567,0.24459,0,0.64021,0.48932,0.49624,91.62,40.54,129.29
0.24956,0.24208,0.22461,0.14041,0.24956,0,0.59955,0.47199,0.46342,84,37.3,132
0.29265,0.26338,0.28387,0.13376,0.29265,0,0.57257,0.46641,0.44637,82.4,36.79,105.81
0.35665,0.35308,0.34595,0.1336,0.35665,0,0.57527,0.46524,0.43773,83.05,36.99,94.51
0.42193,0.40505,0.38818,0.13253,0.42193,0,0.57271,0.46827,0.43332,85.01,41.36,93.44
0.37371,0.34008,0.34008,0.13192,0.37371,0.00203,0.57224,0.46835,0.43646,94.37,46.79,92.58
0.36084,0.34641,0.33197,0.13108,0.36084,0.01583,0.5996,0.48196,0.43857,113.75,55.14,97.53
0.46014,0.44634,0.41413,0.1349,0.46014,0.0369,0.64562,0.53717,0.47765,126.48,61.97,106.47
0.49181,0.49181,0.48197,0.15005,0.49181,0.06821,0.6965,0.60272,0.52931,124.85,64.28,129.6
0.3889,0.36557,0.36168,0.17505,0.3889,0.12055,0.73419,0.63249,0.56116,110.97,63.42,136.49
0.28491,0.25642,0.27637,0.20564,0.28491,0.18241,0.75929,0.64571,0.54258,97.2,62.69,139
0.21844,0.20533,0.21625,0.2344,0.21844,0.2689,0.7642,0.66875,0.53103,86.69,60.32,122.88
0.24551,0.22833,0.24551,0.26361,0.24551,0.36335,0.76924,0.67193,0.52529,89.02,56.54,100
0.2178,0.20691,0.20038,0.29046,0.2178,0.43828,0.74944,0.66827,0.52197,84.99,56.93,91.51
0.19084,0.17176,0.17749,0.31539,0.19084,0.41351,0.7489,0.67262,0.50901,91.16,55.83,91.23
0.15967,0.1469,0.1469,0.33749,0.15967,0.32941,0.74142,0.65127,0.48895,84.05,55,87.04
0.1096,0.1085,0.1096,0.35668,0.1096,0.23129,0.73706,0.62698,0.49172,88.1,51.9,85.85
0.07406,0.06739,0.07184,0.36647,0.07406,0.14336,0.73446,0.61803,0.52655,98.87,61.28,84.9
0.06236,0.06049,0.05987,0.37251,0.06236,0.07701,0.74543,0.63335,0.55556,110.68,102.98,92
